No.,Player,Pos,PER
3,Jordan Adams,SG,12.8
9,Tony Allen,SG,14.6
12,Nick Calathes,SG,12.3
15,Vince Carter,SG,9.6
11,Mike Conley,PG,18.6
33,Marc Gasol,C,21.7
0,JaMychal Green,PF,15.8
32,Jeff Green,SF,14.2
41,Kosta Koufos,C,14.2
5,Courtney Lee,SG,11.5
30,Jon Leuer,PF,11.9
27,Kalin Lucas,PG,-0.7
8,Quincy Pondexter,SG,7.1
21,Tayshaun Prince,SF,10.6
50,Zach Randolph,PF,19.5
2,Russ Smith,PG,22.7
1,Jarnell Stokes,PF,18.6
13,Tyrus Thomas,PF,31.4
19,Beno Udrih,PG,15.4
