No.,Player,Pos,PER
21,Robert Archibald,PF,2.4
24,Mike Batiste,PF,12.2
31,Shane Battier,SF,15.0
8,Michael Dickerson,SG,10.0
16,Pau Gasol,PF,20.7
10,Gordan Giricek,SG,10.8
0,Drew Gooden,SF,13.8
40,Ryan Humphrey,PF,7.2
22,Brevin Knight,PG,11.2
33,Mike Miller,SF,19.0
20,Chris Owens,SF,20.1
1,Wesley Person,SG,13.5
4,Stromile Swift,PF,18.0
15,Cezary Trybanski,C,-1.4
25,Earl Watson,PG,14.6
2,Jason Williams,PG,17.1
42,Lorenzen Wright,C,14.4
