No.,Player,Pos,PER
24,Jonathan Bender,SF,7.6
4,Travis Best,PG,16.7
44,Austin Croshere,PF,14.3
2,Tyus Edney,PG,16.6
10,Jeff Foster,C,12.5
3,Al Harrington,PF,10.2
8,Lari Ketner,PF,-10.6
9,Derrick McKey,SF,8.3
31,Reggie Miller,SG,17.3
6,Terry Mills,PF,1.1
7,Jermaine O'Neal,C,17.5
14,Sam Perkins,PF,11.1
5,Jalen Rose,SF,17.8
40,Bruno Sundov,C,11.0
55,Zan Tabak,C,10.5
