No.,Player,Pos,PER
54,Kent Benson,C,12.4
13,Leon Douglas,C,11.4
42,Terry Duerod,SG,11.7
21,Earl Evans,PF,10.3
24,Roy Hamilton,PG,9.1
35,Phil Hubbard,PF,13.7
32,Greg Kelser,SF,16.1
16,Bob Lanier,C,20.3
30,Ron Lee,PG,13.1
25,John Long,SG,16.4
44,Steve Malovic,PF,5.9
11,Bob McAdoo,PF,16.3
33,Jim McElroy,PG,11.4
14,Eric Money,SG,11.7
9-30,Jackie Robinson,SF,17.1
34,John Shumate,PF,15.1
41,Terry Tyler,SF,14.2
