
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
31,Brent Barry,SG,6-6,185,December 31 1971,R,Oregon State University
24,Terry Dehere,PG,6-2,190,September 12 1971,2,Seton Hall University
8,Bison Dele,C,6-9,235,April 6 1969,4,University of Arizona
40,Antonio Harvey,PF,6-11,225,July 6 1970,2,Pfeiffer University
7,Lamond Murray,SF,6-7,236,April 20 1973,1,University of California
45,Bo Outlaw,PF,6-8,210,April 13 1971,2,University of Houston
52,Eric Piatkowski,SG,6-7,215,September 30 1970,1,University of Nebraska
2,Pooh Richardson,PG,6-1,180,May 14 1966,6,University of California Los Angeles
53,Stanley Roberts,C,7-0,285,February 7 1970,3,Louisiana State University
54,Rodney Rogers,SF,6-7,235,June 20 1971,2,Wake Forest University
21,Malik Sealy,SF,6-8,190,February 1 1970,3,St. John's University
51,Keith Tower,C,6-11,250,May 15 1970,2,University of Notre Dame
25,Logan Vander Velden,SF,6-8,215,April 3 1971,R,University of Wisconsin-Green Bay
35,Loy Vaught,PF,6-9,230,February 27 1968,5,University of Michigan
