
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
31,Alaa Abdelnaby,PF,6-10,240,June 24 1968,R,Duke University
9,Danny Ainge,SG,6-4,175,March 17 1959,9,Brigham Young University
2,Mark Bryant,PF,6-9,245,April 25 1965,2,Seton Hall University
42,Wayne Cooper,C,6-10,220,November 16 1956,12,University of New Orleans
6,Walter Davis,SG,6-6,193,September 9 1954,13,University of North Carolina
22,Clyde Drexler,SG,6-7,210,June 22 1962,7,University of Houston
00,Kevin Duckworth,C,7-0,275,April 1 1964,4,Eastern Illinois University
25,Jerome Kersey,SF,6-7,215,June 26 1962,6,Longwood University
44,Drazen Petrovic,SG,6-5,195,October 22 1964,1,
30,Terry Porter,PG,6-3,195,April 8 1963,5,University of Wisconsin-Stevens Point
3,Clifford Robinson,PF,6-10,225,December 16 1966,1,University of Connecticut
52,Buck Williams,PF,6-8,215,March 8 1960,9,University of Maryland
21,Danny Young,PG,6-3,175,July 26 1962,6,Wake Forest University
