
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Karl Malone,39,81,81,2936,595,1289,.462,3,14,.214,592,1275,.464,.463,474,621,.763,113,515,628,379,136,31,210,204,1667
2,Matt Harpring,26,78,69,2557,521,1020,.511,66,160,.413,455,860,.529,.543,262,331,.792,190,324,514,133,73,17,160,217,1370
3,Calbert Cheaney,31,81,74,2351,325,651,.499,10,25,.400,315,626,.503,.507,40,69,.580,73,211,284,163,65,13,108,225,700
4,John Stockton,40,82,82,2275,309,640,.483,29,80,.363,280,560,.500,.505,237,287,.826,51,150,201,629,137,16,182,184,884
5,Andrei Kirilenko,21,80,11,2213,315,642,.491,37,114,.325,278,528,.527,.519,296,370,.800,147,273,420,138,118,175,136,185,963
6,Greg Ostertag,29,81,74,1926,169,326,.518,0,0,,169,326,.518,.518,100,196,.510,180,323,503,55,20,147,104,235,438
7,Mark Jackson,37,82,0,1467,147,369,.398,27,95,.284,120,274,.438,.435,61,80,.763,34,142,176,375,48,3,152,90,382
8,Scott Padgett,26,82,2,1321,170,423,.402,45,133,.338,125,290,.431,.455,81,107,.757,83,189,272,86,41,24,70,148,466
9,Tony Massenburg,35,58,1,792,104,232,.448,0,0,,104,232,.448,.448,65,84,.774,59,97,156,17,17,19,50,144,273
10,DeShawn Stevenson,21,61,8,760,114,284,.401,4,12,.333,110,272,.404,.408,47,68,.691,22,63,85,40,22,8,49,57,279
11,John Amaechi,32,50,1,474,37,118,.314,0,0,,37,118,.314,.314,25,52,.481,26,51,77,21,14,7,34,50,99
12,Jarron Collins,24,22,7,421,38,86,.442,0,1,.000,38,85,.447,.442,44,62,.710,32,28,60,14,5,6,19,70,120
13,Carlos Arroyo,23,44,0,287,50,109,.459,3,7,.429,47,102,.461,.472,18,22,.818,11,15,26,53,12,1,30,28,121
,Team Totals,,82,,19780,2894,6189,.468,224,641,.349,2670,5548,.481,.486,1750,2349,.745,1021,2381,3402,2103,708,467,1374,1837,7762
