
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Norm Nixon,28,82,82,3053,587,1270,.462,11,46,.239,576,1224,.471,.467,206,271,.760,56,147,203,914,94,4,257,180,1391
2,Terry Cummings,22,81,80,2907,737,1491,.494,0,3,.000,737,1488,.495,.494,380,528,.720,323,454,777,139,92,57,218,298,1854
3,James Donaldson,26,82,67,2525,360,604,.596,0,0,,360,604,.596,.596,249,327,.761,165,484,649,90,40,139,171,214,969
4,Greg Kelser,26,80,21,1783,313,603,.519,2,6,.333,311,597,.521,.521,250,356,.702,188,203,391,91,68,31,195,249,878
5,Craig Hodges,23,76,28,1571,258,573,.450,10,46,.217,248,527,.471,.459,66,88,.750,22,64,86,116,58,1,85,166,592
6,Bill Walton,31,55,46,1476,288,518,.556,0,2,.000,288,516,.558,.556,92,154,.597,132,345,477,183,45,88,177,153,668
7,Michael Brooks,25,47,30,1405,213,445,.479,0,5,.000,213,440,.484,.479,104,151,.689,142,200,342,88,50,14,78,125,530
8,Derek Smith,22,61,20,1297,238,436,.546,1,6,.167,237,430,.551,.547,123,163,.755,54,116,170,82,33,22,78,165,600
9,Ricky Pierce,24,69,35,1280,268,570,.470,0,9,.000,268,561,.478,.470,149,173,.861,59,76,135,60,27,13,81,143,685
10,Jerome Whitehead,27,70,1,921,144,294,.490,0,0,,144,294,.490,.490,88,107,.822,94,151,245,19,17,12,59,159,376
11,Billy McKinney,28,80,0,843,136,305,.446,0,2,.000,136,303,.449,.446,39,46,.848,7,47,54,161,27,0,48,84,311
12,Hank McDowell,24,57,0,611,85,197,.431,0,3,.000,85,194,.438,.431,38,56,.679,63,92,155,37,14,2,49,77,208
13,Rory White,24,6,0,19,4,9,.444,0,0,,4,9,.444,.444,0,0,,2,2,4,0,0,0,1,3,8
14,Hutch Jones,24,4,0,18,0,3,.000,0,0,,0,3,.000,.000,1,4,.250,0,0,0,0,1,0,2,0,1
15,Linton Townes,24,2,0,17,3,7,.429,0,0,,3,7,.429,.429,0,0,,0,1,1,1,1,2,1,3,6
16,Kevin Loder,24,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
,Team Totals,,82,,19730,3634,7325,.496,24,128,.188,3610,7197,.502,.498,1785,2424,.736,1307,2382,3689,1981,567,385,1515,2020,9077
