
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
10,Mike Bibby,PG,6-1,190,May 13 1978,4,University of Arizona
13,Doug Christie,SG,6-6,200,May 9 1970,10,Pepperdine University
7,Keon Clark,C,6-11,220,April 16 1975,4,University of Nevada Las Vegas
8,Mateen Cleaves,PG,6-2,205,September 7 1977,2,Michigan State University
21,Vlade Divac,C,7-1,243,February 3 1968,13,
51,Lawrence Funderburke,PF,6-9,230,December 15 1970,5,Ohio State University
24,Bobby Jackson,PG,6-1,185,March 13 1973,5,University of Minnesota
22,Jim Jackson,SF,6-6,220,October 14 1970,10,Ohio State University
9,Damon Jones,PG,6-3,185,August 25 1976,4,University of Houston
31,Scot Pollard,C,6-11,265,February 12 1975,5,University of Kansas
16,Peja Stojakovic,SF,6-9,220,June 9 1977,4,
5,Hedo Turkoglu,SF,6-10,220,March 19 1979,2,
3,Gerald Wallace,SF,6-7,215,July 23 1982,1,University of Alabama
4,Chris Webber,PF,6-9,245,March 1 1973,9,University of Michigan
