
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Kendall Gill,30,50,1606,14.8,.441,.029,.282,4.0,13.3,8.4,13.8,4.4,1.2,9.6,20.3,,0.3,2.2,2.6,.076,,-1.1,2.3,1.2,1.3
2,Keith Van Horn,23,42,1576,19.6,.519,.070,.396,7.6,18.1,12.6,8.3,1.4,2.4,13.1,28.5,,2.3,1.4,3.7,.113,,0.2,-1.0,-0.7,0.5
3,Kerry Kittles,24,46,1570,13.5,.446,.258,.186,3.5,10.4,6.7,13.3,2.6,1.2,9.1,20.5,,0.6,1.2,1.8,.054,,-0.3,0.0,-0.3,0.7
4,Stephon Marbury,21,31,1234,21.8,.547,.273,.330,1.7,5.7,3.6,44.1,1.3,0.2,14.1,27.6,,3.8,0.2,4.0,.155,,6.5,-4.3,2.2,1.3
5,Jayson Williams,30,30,1020,14.5,.474,.009,.390,15.1,24.4,19.5,5.3,1.2,4.3,15.3,13.0,,0.9,1.3,2.2,.102,,-1.7,2.4,0.7,0.7
6,Jamie Feick,24,26,849,14.2,.555,.000,.451,13.8,24.0,18.6,4.5,1.5,1.5,17.6,10.1,,1.3,0.9,2.2,.124,,-1.0,1.2,0.3,0.5
7,Scott Burrell,28,32,706,12.6,.468,.346,.202,4.8,14.4,9.3,10.7,3.0,1.1,9.2,15.6,,0.6,0.7,1.4,.092,,-0.4,0.8,0.4,0.4
8,Lucious Harris,28,36,602,11.0,.477,.276,.265,3.7,8.9,6.2,8.9,1.6,0.8,8.2,16.1,,0.5,0.3,0.8,.063,,-1.3,-1.6,-2.9,-0.1
9,Eric Murdock,30,15,401,12.3,.474,.193,.228,0.8,9.3,4.8,27.9,2.9,0.4,18.8,17.0,,0.1,0.3,0.4,.048,,-1.7,-1.1,-2.8,-0.1
10,Mark Hendrickson,24,22,399,12.3,.545,.011,.568,7.1,12.0,9.4,5.4,1.6,0.2,12.0,13.8,,0.7,0.2,0.9,.105,,-1.5,-1.1,-2.6,-0.1
11,Chris Carr,24,28,364,13.0,.472,.369,.201,6.6,11.6,9.0,8.5,1.0,0.2,11.0,26.5,,0.1,0.1,0.2,.032,,-0.5,-4.5,-5.0,-0.3
12,Chris Gatling,31,18,281,5.5,.390,.010,.247,7.8,18.3,12.8,7.4,1.5,1.0,21.2,21.4,,-0.8,0.2,-0.5,-0.090,,-7.3,-1.2,-8.5,-0.5
13,Jim McIlvaine,26,22,269,9.5,.447,.000,.118,12.1,10.0,11.1,1.2,1.8,8.7,19.5,10.9,,0.0,0.3,0.3,.053,,-4.4,3.5,-0.9,0.1
14,Elliot Perry,29,30,243,8.4,.427,.267,.140,2.6,9.6,5.9,24.9,3.5,0.0,26.0,22.4,,-0.6,0.2,-0.3,-0.068,,-4.6,-1.3,-5.9,-0.2
15,Doug Overton,29,8,174,10.6,.507,.070,.246,3.6,7.4,5.4,16.5,0.9,0.4,19.2,19.8,,0.0,0.0,0.0,.012,,-2.9,-2.8,-5.6,-0.2
16,William Cunningham,24,15,161,0.5,.159,.000,.111,8.5,10.9,9.6,0.9,0.3,5.0,20.9,6.5,,-0.3,0.1,-0.2,-0.054,,-7.9,1.4,-6.5,-0.2
17,Damon Jones,22,11,131,14.4,.493,.659,.295,1.6,9.8,5.5,16.7,2.8,0.0,9.1,18.4,,0.2,0.1,0.3,.109,,1.4,-2.3,-0.9,0.0
18,Brian Evans,25,11,121,12.0,.419,.324,.118,3.5,12.6,7.8,18.9,1.3,1.8,5.3,13.8,,0.1,0.1,0.2,.075,,-1.6,-1.0,-2.6,0.0
19,David Vaughn,25,10,103,13.5,.599,.000,.417,13.2,23.8,18.3,1.7,1.0,5.6,27.9,16.9,,0.0,0.1,0.2,.080,,-4.9,-0.1,-5.0,-0.1
20,Sam Cassell,29,4,100,23.7,.575,.143,.633,1.0,5.8,3.3,38.6,1.6,0.0,16.1,32.9,,0.4,0.0,0.4,.194,,4.4,-5.3,-0.9,0.0
21,Rony Seikaly,33,9,88,0.5,.269,.000,.900,6.0,21.3,13.2,3.5,2.4,5.0,26.4,19.0,,-0.5,0.1,-0.3,-0.177,,-12.2,1.8,-10.4,-0.2
22,Earl Boykins,22,5,51,9.3,.500,.238,.000,2.1,6.9,4.3,23.3,1.0,0.0,25.0,24.2,,-0.1,0.0,-0.1,-0.073,,-4.0,-4.5,-8.6,-0.1
23,Gheorghe Muresan,27,1,1,-90.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,88.3,,-0.1,0.0,-0.1,-2.519,,-73.8,-12.9,-86.7,0.0
