
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
11,Earl Boykins,PG,5-5,135,June 2 1976,2,Eastern Michigan University
1,Keyon Dooling,PG,6-3,196,May 8 1980,R,University of Missouri
25,Zendon Hamilton,C,6-11,250,April 27 1975,R,St. John's University
50,Corey Maggette,SF,6-6,218,November 12 1979,1,Duke University
5,Jeff McInnis,PG,6-4,190,October 22 1974,3,University of North Carolina
21,Darius Miles,SF,6-9,210,October 9 1981,R,
8,Tyrone Nesby,SG,6-6,225,January 31 1976,2,University of Nevada Las Vegas
7,Lamar Odom,PF,6-10,220,November 6 1979,1,University of Rhode Island
34,Michael Olowokandi,C,7-0,269,April 3 1975,2,University of the Pacific
44,Cherokee Parks,C,6-11,235,October 11 1972,5,Duke University
52,Eric Piatkowski,SG,6-7,215,September 30 1970,6,University of Nebraska
3,Quentin Richardson,SG,6-6,223,April 13 1980,R,DePaul University
45,Sean Rooks,C,6-10,250,September 9 1969,8,University of Arizona
32,Brian Skinner,PF,6-9,255,May 19 1976,2,Baylor University
30,Derek Strong,PF,6-8,220,February 9 1968,9,Xavier University
