
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
20,Gene Banks,SF,6-7,215,May 15 1959,5,Duke University
17,Mike Brown,C,6-9,257,July 19 1963,R,George Washington University
11,Fred Cofield,PG,6-3,190,January 4 1962,1,Eastern Michigan University
22,Steve Colter,PG,6-3,165,July 24 1962,2,New Mexico State University
40,Dave Corzine,C,6-11,250,April 25 1956,8,DePaul University
25,Earl Cureton,C,6-9,210,September 3 1957,6,University of Detroit Mercy
30,Darren Daye,SF,6-8,220,November 30 1960,3,University of California Los Angeles
23,Michael Jordan,SG,6-6,195,February 17 1963,2,University of North Carolina
10,Pete Myers,SG,6-6,180,September 15 1963,R,University of Arkansas at Little Rock
34,Charles Oakley,PF,6-8,225,December 18 1963,1,Virginia Union University
5,John Paxson,PG,6-2,185,September 29 1960,3,University of Notre Dame
50,Ben Poquette,PF,6-9,235,May 7 1955,9,Central Michigan University
6,Brad Sellers,PF,7-0,210,December 17 1962,R,Ohio State University
3,Sedale Threatt,PG,6-2,175,September 10 1961,3,West Virginia University Institute of Technology
21,Elston Turner,SF,6-5,190,June 10 1959,5,University of Mississippi
31,Granville Waiters,C,6-11,225,January 8 1961,3,Ohio State University
12-24,Perry Young,SG,6-5,210,August 4 1963,R,Virginia Polytechnic Institute and State University
