
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
7,Tiny Archibald,PG,6-1,150,September 2 1948,8,University of Texas at El Paso
33,Larry Bird,PF,6-9,220,December 7 1956,R,Indiana State University
30,M.L. Carr,SF,6-6,205,January 9 1951,4,Guilford College
12,Don Chaney,SG,6-5,210,March 22 1946,11,University of Houston
18,Dave Cowens,C,6-9,230,October 25 1948,9,Florida State University
45,Eric Fernsten,PF,6-10,205,November 1 1953,2,University of San Francisco
42,Chris Ford,SG,6-5,190,January 11 1949,7,Villanova University
43,Gerald Henderson,PG,6-2,175,January 16 1956,R,Virginia Commonwealth University
32,Jeff Judkins,SF,6-6,185,March 23 1956,1,University of Utah
44,Pete Maravich,SG,6-5,197,June 22 1947,9,Louisiana State University
31,Cedric Maxwell,SF,6-8,205,November 21 1955,2,University of North Carolina at Charlotte
53,Rick Robey,C,6-11,230,January 30 1956,1,University of Kentucky
