
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Elvin Hayes,25,82,3633,19.4,.468,,.305,,,16.4,8.0,,,,,,0.7,7.1,7.8,.102,,,,,
2,Stu Lantz,24,82,3102,16.8,.532,,.493,,,5.7,15.6,,,,,,6.3,4.2,10.5,.162,,,,,
3,Don Adams,23,82,2374,10.8,.446,,.222,,,10.7,9.9,,,,,,-0.9,3.8,2.9,.059,,,,,
4,John Trapp,25,82,2080,10.5,.463,,.245,,,10.7,8.9,,,,,,0.1,3.2,3.3,.077,,,,,
5,Calvin Murphy,22,82,2020,19.4,.532,,.422,,,5.3,24.5,,,,,,4.9,3.1,8.0,.191,,,,,
6,Larry Siegfried,31,53,1673,11.6,.474,,.405,,,5.4,25.5,,,,,,0.6,2.9,3.5,.101,,,,,
7,John Block,26,73,1464,15.2,.499,,.462,,,13.2,9.2,,,,,,1.5,2.6,4.1,.133,,,,,
8,Toby Kimball,28,80,1100,9.7,.408,,.376,,,16.1,7.1,,,,,,-1.0,2.1,1.2,.052,,,,,
9,Rudy Tomjanovich,22,77,1062,12.2,.419,,.255,,,15.7,9.3,,,,,,-1.1,2.1,1.0,.043,,,,,
10,Bernie Williams,25,56,708,10.1,.391,,.240,,,5.2,21.5,,,,,,-1.4,1.1,-0.3,-0.020,,,,,
11,Johnny Egan,32,36,414,5.6,.394,,.288,,,3.3,15.6,,,,,,-0.3,0.5,0.2,.026,,,,,
12,Curtis Perry,22,18,100,12.9,.467,,.417,,,13.1,7.3,,,,,,0.0,0.2,0.2,.087,,,,,
