
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
40,Shandon Anderson,SG,6-6,208,December 31 1973,1,University of Georgia
55,Antoine Carr,PF,6-9,225,July 23 1961,13,Wichita State University
45,William Cunningham,C,6-11,250,March 25 1974,R,Temple University
10,Howard Eisley,PG,6-2,177,December 4 1972,3,Boston College
44,Greg Foster,C,6-11,240,October 3 1968,7,University of Texas at El Paso
14,Jeff Hornacek,SG,6-3,190,May 3 1963,11,Iowa State University
25,Troy Hudson,PG,6-1,170,March 13 1976,R,Southern Illinois University
31,Adam Keefe,C,6-9,230,February 22 1970,5,Stanford University
32,Karl Malone,PF,6-9,250,July 24 1963,12,Louisiana Tech University
34,Chris Morris,SF,6-8,210,January 20 1966,9,Auburn University
00,Greg Ostertag,C,7-2,280,March 6 1973,2,University of Kansas
3,Bryon Russell,SF,6-7,225,December 31 1970,4,California State University Long Beach
12,John Stockton,PG,6-1,170,March 26 1962,13,Gonzaga University
11,Jacque Vaughn,PG,6-1,190,February 11 1975,R,University of Kansas
