
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
22,Danny Ainge,SG,6-4,175,March 17 1959,11,Brigham Young University
34,Charles Barkley,PF,6-6,252,February 20 1963,8,Auburn University
23,Cedric Ceballos,SF,6-6,190,August 2 1969,2,California State University Fullerton
24,Tom Chambers,PF,6-10,220,June 21 1959,11,University of Utah
21,Richard Dumas,SF,6-7,200,May 19 1969,R,Oklahoma State University
3,Frank Johnson,PG,6-1,185,November 23 1958,8,Wake Forest University
7,Kevin Johnson,PG,6-1,180,March 4 1966,5,University of California
8,Tim Kempton,PF,6-10,245,January 25 1964,3,University of Notre Dame
32,Negele Knight,PG,6-1,175,March 6 1967,2,University of Dayton
9,Dan Majerle,SG,6-6,215,September 9 1965,4,Central Michigan University
25,Oliver Miller,C,6-9,280,April 6 1970,R,University of Arkansas
0,Jerrod Mustaf,PF,6-10,238,October 28 1969,2,University of Maryland
31,Kurt Rambis,PF,6-8,213,February 25 1958,11,Santa Clara University
11,Alex Stivrins,PF,6-8,220,November 29 1962,1,University of Colorado
41,Mark West,C,6-10,230,November 5 1960,9,Old Dominion University
