
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Chris Paul,21,64,64,36.8,6.0,13.6,.437,0.8,2.2,.350,5.2,11.4,.455,.466,4.6,5.6,.818,0.8,3.5,4.4,8.9,1.8,0.0,2.5,2.4,17.3
2,David West,26,52,52,36.5,7.3,15.2,.476,0.2,0.5,.320,7.1,14.8,.481,.481,3.6,4.4,.824,2.4,5.7,8.2,2.2,0.8,0.7,1.9,2.8,18.3
3,Tyson Chandler,24,73,73,34.6,4.0,6.4,.624,0.0,0.0,.000,4.0,6.4,.625,.624,1.5,2.8,.527,4.4,8.0,12.4,0.9,0.5,1.8,1.7,3.3,9.5
4,Desmond Mason,29,75,75,34.3,5.4,12.0,.452,0.0,0.0,,5.4,12.0,.452,.452,2.9,4.3,.663,1.7,2.9,4.6,1.5,0.7,0.3,2.6,2.3,13.7
5,Peja Stojakovic,29,13,13,32.7,6.4,15.1,.423,2.6,6.5,.405,3.8,8.6,.438,.510,2.4,2.9,.816,0.8,3.3,4.2,0.8,0.6,0.3,1.5,2.2,17.8
6,Devin Brown,28,58,49,28.7,4.0,9.6,.420,1.4,3.9,.357,2.6,5.7,.463,.493,2.1,2.7,.794,0.9,3.4,4.3,2.6,0.8,0.2,1.6,2.4,11.6
7,Rasual Butler,27,81,38,27.4,3.9,9.7,.398,1.7,4.5,.369,2.2,5.2,.424,.484,0.7,1.1,.644,0.5,2.6,3.2,0.8,0.5,0.7,0.8,1.8,10.1
8,Bobby Jackson,33,56,2,23.8,3.6,9.3,.394,1.0,2.9,.327,2.7,6.3,.425,.446,2.3,3.0,.774,0.8,2.4,3.2,2.5,0.9,0.1,1.4,1.8,10.6
9,Jannero Pargo,27,82,7,20.9,3.5,8.4,.409,1.0,2.5,.388,2.5,5.9,.418,.467,1.3,1.5,.852,0.2,2.0,2.2,2.5,0.6,0.0,1.5,1.5,9.2
10,Marc Jackson,32,56,25,18.3,2.8,6.9,.410,0.0,0.0,.000,2.8,6.9,.411,.410,1.6,1.8,.874,1.1,2.3,3.4,1.0,0.4,0.1,1.2,1.6,7.3
11,Linton Johnson,26,54,0,13.3,1.7,3.5,.489,0.2,0.6,.333,1.5,3.0,.519,.516,0.6,0.7,.811,1.0,2.1,3.0,0.3,0.6,0.3,0.5,1.9,4.2
12,Cedric Simmons,21,43,4,12.4,1.3,3.1,.417,0.0,0.0,,1.3,3.1,.417,.417,0.4,0.8,.485,1.0,1.5,2.5,0.3,0.2,0.5,0.5,1.7,2.9
13,Hilton Armstrong,22,56,5,11.3,1.2,2.2,.544,0.0,0.0,,1.2,2.2,.544,.544,0.7,1.2,.597,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.4,3.1
14,Marcus Vinicius,22,13,0,7.9,0.5,1.2,.467,0.2,0.5,.429,0.3,0.6,.500,.567,0.4,0.5,.714,0.2,0.7,0.8,0.4,0.2,0.1,0.5,0.8,1.7
15,Brandon Bass,21,21,3,7.7,0.7,2.1,.341,0.0,0.0,.000,0.7,2.0,.349,.341,0.6,0.8,.750,0.6,1.4,2.0,0.1,0.1,0.1,0.5,0.8,2.0
