
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jamaal Magloire,25,82,82,2777,383,809,.473,0,1,.000,383,808,.474,.473,353,470,.751,268,579,847,86,43,101,201,278,1119
2,P.J. Brown,34,80,80,2753,339,712,.476,0,1,.000,339,711,.477,.476,158,185,.854,237,453,690,155,78,73,101,203,836
3,Baron Davis,24,67,66,2686,554,1402,.395,187,582,.321,367,820,.448,.462,237,352,.673,66,221,287,501,158,27,215,178,1532
4,Darrell Armstrong,35,79,22,2247,291,736,.395,135,429,.315,156,307,.508,.487,123,144,.854,63,163,226,311,133,16,155,148,840
5,David Wesley,33,61,60,2001,311,800,.389,92,285,.323,219,515,.425,.446,137,182,.753,28,106,134,175,71,14,100,147,851
6,George Lynch,33,78,51,1701,149,375,.397,43,139,.309,106,236,.449,.455,34,51,.667,96,216,312,117,48,18,64,159,375
7,Stacey Augmon,35,69,24,1416,143,347,.412,1,7,.143,142,340,.418,.414,110,139,.791,52,122,174,85,55,15,76,114,397
8,Robert Traylor,26,71,0,942,145,287,.505,2,5,.400,143,282,.507,.509,70,128,.547,106,156,262,43,39,37,62,161,362
9,David West,23,71,1,930,108,228,.474,0,2,.000,108,226,.478,.474,57,80,.713,117,180,297,60,27,28,48,117,273
10,Steve Smith,34,71,4,929,119,293,.406,43,107,.402,76,186,.409,.480,77,83,.928,27,54,81,56,15,6,42,91,358
11,Jamal Mashburn,31,19,18,730,156,398,.392,19,67,.284,137,331,.414,.416,65,80,.813,19,98,117,47,14,5,37,42,396
12,Sean Rooks,34,35,0,325,34,94,.362,0,0,,34,94,.362,.362,12,15,.800,10,40,50,11,9,5,15,48,80
13,Shammond Williams,28,16,2,238,28,81,.346,5,26,.192,23,55,.418,.377,11,13,.846,0,17,17,52,14,1,21,22,72
14,Bryce Drew,29,15,0,78,4,18,.222,1,7,.143,3,11,.273,.250,3,3,1.000,0,6,6,13,4,0,8,1,12
15,Maurice Carter,27,6,0,60,6,21,.286,3,8,.375,3,13,.231,.357,5,8,.625,2,6,8,2,0,0,3,5,20
16,Tierre Brown,24,3,0,17,2,4,.500,0,0,,2,4,.500,.500,2,4,.500,0,1,1,2,0,0,7,1,6
,Team Totals,,82,,19830,2772,6605,.420,531,1666,.319,2241,4939,.454,.460,1454,1937,.751,1091,2418,3509,1716,708,346,1228,1715,7529
