
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
2,James Bailey,PF,6-9,220,May 21 1957,3,Rutgers University
22,Joe Bryant,SF,6-9,185,October 19 1954,7,La Salle University
00,Calvin Garrett,SF,6-7,190,July 11 1956,2,Oral Roberts University
44,Elvin Hayes,PF,6-9,235,November 17 1945,14,University of Houston
6,Tom Henderson,SG,6-3,190,January 26 1952,8,University of Hawaii
27,Caldwell Jones,C,6-11,217,August 4 1950,9,Albany State University
11,Major Jones,PF,6-9,225,July 9 1953,3,Albany State University
30,Allen Leavell,PG,6-1,170,May 27 1957,3,Oklahoma City University
23,Calvin Murphy,PG,5-9,165,May 9 1948,12,Niagara University
52,Chuck Nevitt,C,7-5,217,June 13 1959,R,North Carolina State University
5,Billy Paultz,C,6-11,235,July 30 1948,12,St. John's University
13,Jeff Taylor,SG,6-4,175,January 1 1960,R,Texas Tech University
20,Terry Teagle,SG,6-5,195,April 10 1960,R,Baylor University
42,Wally Walker,SF,6-7,190,July 18 1954,6,University of Virginia
