
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
50,Matt Bullard,PF,6-10,215,June 5 1967,R,University of Iowa
44,Adrian Caldwell,PF,6-8,265,July 4 1966,1,Lamar University
5,Dave Feitl,C,6-11,235,June 8 1962,3,University of Texas at El Paso
21,Sleepy Floyd,PG,6-3,170,March 6 1960,8,Georgetown University
32,Dave Jamerson,SG,6-5,190,August 13 1967,R,Ohio University
1,Buck Johnson,SF,6-7,190,January 3 1964,4,University of Alabama
11,Vernon Maxwell,SG,6-4,180,September 12 1965,2,University of Florida
34,Hakeem Olajuwon,C,7-0,255,January 21 1963,6,University of Houston
30,Kenny Smith,PG,6-3,170,March 8 1965,3,University of North Carolina
13,Larry Smith,PF,6-8,215,January 18 1958,10,Alcorn State University
33,Otis Thorpe,PF,6-9,225,August 5 1962,6,Providence College
20,Kennard Winchester,SF,6-5,210,September 3 1966,R,Averett University
10,David Wood,SF,6-9,227,November 30 1964,1,University of Nevada Reno
42,Mike Woodson,SG,6-5,195,March 24 1958,10,Indiana University
