
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
10,B.J. Armstrong,PG,6-2,175,September 9 1967,1,University of Iowa
24,Bill Cartwright,C,7-1,245,July 30 1957,10,University of San Francisco
54,Horace Grant,PF,6-10,215,July 4 1965,3,Clemson University
14,Craig Hodges,SG,6-2,190,June 27 1960,8,California State University Long Beach
2,Dennis Hopson,SF,6-5,200,April 22 1965,3,Ohio State University
23,Michael Jordan,SG,6-6,195,February 17 1963,6,University of North Carolina
34,Stacey King,PF,6-11,230,January 29 1967,1,University of Oklahoma
53,Cliff Levingston,PF,6-8,210,January 4 1961,8,Wichita State University
5,John Paxson,PG,6-2,185,September 29 1960,7,University of Notre Dame
32,Will Perdue,C,7-0,240,August 29 1965,2,Vanderbilt University
33,Scottie Pippen,SF,6-8,210,September 25 1965,3,University of Central Arkansas
42,Scott Williams,PF,6-10,230,March 21 1968,R,University of North Carolina
