
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
8,Kobe Bryant,SG,6-6,212,August 23 1978,4,
2,Derek Fisher,PG,6-1,200,August 9 1974,4,University of Arkansas at Little Rock
40,Greg Foster,C,6-11,240,October 3 1968,10,University of Texas at El Paso
17,Rick Fox,SF,6-7,230,July 24 1969,9,University of North Carolina
3,Devean George,SF,6-8,220,August 29 1977,1,Augsburg College
54,Horace Grant,PF,6-10,215,July 4 1965,13,Clemson University
4,Ron Harper,PG,6-6,185,January 20 1964,14,Miami University
5,Robert Horry,PF,6-9,220,August 25 1970,8,University of Alabama
10,Tyronn Lue,PG,6-0,175,May 3 1977,2,University of Nebraska
35,Mark Madsen,PF,6-9,240,January 28 1976,R,Stanford University
14,Stanislav Medvedenko,PF,6-10,250,April 4 1979,R,
34,Shaquille O'Neal,C,7-1,325,March 6 1972,8,Louisiana State University
12,Mike Penberthy,PG,6-3,185,November 29 1974,R,Master's College
7,Isaiah Rider,SG,6-5,215,March 12 1971,7,University of Nevada Las Vegas
20,Brian Shaw,SG,6-6,190,March 22 1966,11,University of California Santa Barbara
