
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
5,Tom Abernethy,SF,6-7,220,May 6 1954,4,Indiana University
32,Rickey Brown,C,6-10,215,August 20 1958,R,Mississippi State University
2,Joe Barry Carroll,C,7-0,225,July 24 1958,R,Purdue University
15,Phil Chenier,SG,6-3,180,October 30 1950,9,University of California
21,World B. Free,SG,6-2,185,December 9 1953,5,Guilford College
11,Joe Hassett,SG,6-5,180,September 11 1955,3,Providence College
30,Bernard King,SF,6-7,205,December 4 1956,3,University of Tennessee
4,John Lucas,PG,6-3,175,October 31 1953,4,University of Maryland
36,Bill Mayfield,SF,6-7,205,October 17 1957,R,University of Iowa
15,John Mengelt,SG,6-2,195,October 16 1949,9,Auburn University
22,Sonny Parker,SG,6-6,200,March 22 1955,4,Texas A&amp;M University
44,Clifford Ray,C,6-9,230,January 21 1949,9,University of Oklahoma
31,Billy Reid,SG,6-5,190,September 10 1957,R,University of San Francisco
18,Lorenzo Romar,PG,6-1,175,November 13 1958,R,University of Washington
45,Purvis Short,SF,6-7,210,July 2 1957,2,Jackson State University
13,Larry Smith,PF,6-8,215,January 18 1958,R,Alcorn State University
15,Rudy White,SG,6-2,195,June 23 1953,4,Arizona State University
