
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
17,Mike Brown,C,6-9,257,July 19 1963,1,George Washington University
40,Dave Corzine,C,6-11,250,April 25 1956,9,DePaul University
53,Artis Gilmore,C,7-2,240,September 21 1949,16,Jacksonville University
54,Horace Grant,PF,6-10,215,July 4 1965,R,Clemson University
23,Michael Jordan,SG,6-6,195,February 17 1963,3,University of North Carolina
34,Charles Oakley,PF,6-8,225,December 18 1963,2,Virginia Union University
5,John Paxson,PG,6-2,185,September 29 1960,4,University of Notre Dame
33,Scottie Pippen,SF,6-8,210,September 25 1965,R,University of Central Arkansas
6,Brad Sellers,SF,7-0,210,December 17 1962,1,Ohio State University
2,Rory Sparrow,PG,6-2,175,June 12 1958,7,Villanova University
3,Sedale Threatt,PG,6-2,175,September 10 1961,4,West Virginia University Institute of Technology
21,Elston Turner,SF,6-5,190,June 10 1959,6,University of Mississippi
11,Sam Vincent,PG,6-2,185,May 18 1963,2,Michigan State University
31,Granville Waiters,C,6-11,225,January 8 1961,4,Ohio State University
11,Tony White,PG,6-2,170,February 15 1965,R,University of Tennessee
