
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Jarrett Jack,25,82,2716,13.1,.554,.259,.308,1.8,9.5,5.6,18.6,1.6,0.5,16.0,18.5,,2.3,1.8,4.1,.073,,0.0,-0.7,-0.7,0.9
2,Troy Murphy,28,73,2482,17.8,.614,.467,.240,6.4,32.0,19.1,10.4,1.2,1.0,11.9,16.9,,5.2,3.4,8.5,.165,,2.0,1.0,3.0,3.1
3,Danny Granger,25,67,2424,21.8,.584,.352,.360,2.2,13.4,7.7,13.1,1.4,3.0,10.0,29.6,,5.6,2.4,8.0,.158,,3.8,-0.9,2.9,3.0
4,T.J. Ford,25,74,2258,16.6,.533,.114,.308,2.9,9.8,6.3,27.6,2.0,0.5,14.8,23.5,,2.6,1.7,4.3,.092,,0.7,-0.9,-0.2,1.0
5,Jeff Foster,32,74,1828,13.0,.542,.020,.414,12.8,17.8,15.3,9.9,1.4,2.0,17.4,12.0,,2.3,1.9,4.2,.111,,-0.5,2.1,1.6,1.7
6,Brandon Rush,23,75,1803,9.0,.505,.363,.115,2.1,12.3,7.1,5.4,1.0,1.5,11.0,16.4,,-0.4,1.3,0.9,.024,,-2.6,-0.9,-3.4,-0.7
7,Marquis Daniels,28,54,1700,12.8,.491,.131,.187,5.1,11.0,8.0,10.7,1.8,1.1,11.2,21.5,,-0.1,1.4,1.3,.037,,-1.6,-0.3,-1.9,0.0
8,Rasho Nesterovic,32,70,1214,14.1,.524,.002,.073,8.4,13.5,10.9,14.3,1.2,2.3,12.3,18.5,,1.1,1.1,2.2,.086,,-1.1,0.4,-0.8,0.4
9,Roy Hibbert,22,70,1009,16.1,.510,.000,.350,12.4,14.1,13.3,7.9,1.0,5.6,10.2,23.3,,1.0,1.2,2.1,.102,,-1.9,0.5,-1.3,0.2
10,Travis Diener,26,55,719,13.7,.555,.659,.084,0.9,12.4,6.6,23.9,1.8,0.5,10.2,12.5,,1.3,0.6,1.9,.125,,0.8,-1.3,-0.5,0.3
11,Stephen Graham,26,52,684,8.5,.498,.258,.242,3.4,12.2,7.7,7.3,0.7,0.4,13.7,20.9,,-0.4,0.4,0.0,.001,,-3.8,-2.9,-6.7,-0.8
12,Mike Dunleavy,28,18,495,14.4,.520,.388,.280,3.1,12.1,7.6,14.2,1.2,1.3,12.7,26.3,,0.1,0.4,0.5,.048,,-0.1,-2.0,-2.1,0.0
13,Josh McRoberts,21,33,279,12.5,.451,.120,.157,10.2,19.1,14.6,8.4,2.1,4.3,11.9,15.7,,0.0,0.4,0.4,.073,,-3.3,2.2,-1.1,0.1
14,Maceo Baston,33,27,217,12.3,.579,.022,.587,11.1,15.4,13.2,4.6,1.4,3.4,17.2,14.0,,0.2,0.2,0.5,.105,,-2.4,0.6,-1.7,0.0
