
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
33,Kareem Abdul-Jabbar,C,7-2,225,April 16 1947,1,University of California Los Angeles
7,Lucius Allen,PG,6-2,175,September 26 1947,1,University of California Los Angeles
20,Bob Boozer,PF,6-8,215,April 26 1937,10,Kansas State University
19,Dick Cunningham,C,6-10,245,July 11 1946,2,Murray State University
10,Bob Dandridge,SF,6-6,195,November 15 1947,1,Norfolk State University
17-27,Gary Freeman,SF,6-9,210,July 25 1948,R,Oregon State University
18,Bob Greacen,SF,6-7,206,September 15 1947,1,Rutgers University
14,Jon McGlocklin,SG,6-5,205,June 10 1943,5,Indiana University
35,McCoy McLemore,SF,6-7,230,April 3 1942,6,Drake University
1,Oscar Robertson,PG,6-5,205,November 24 1938,10,University of Cincinnati
4,Greg Smith,PF,6-5,195,January 28 1947,2,Western Kentucky University
8,Jeff Webb,SG,6-4,170,July 6 1948,R,Kansas State University
5,Marv Winkler,G,6-1,164,February 18 1948,R,University of Louisiana at Lafayette
6,Bill Zopf,PG,6-1,170,June 7 1948,R,Duquesne University
