
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
12,Bruce Bowen,SF,6-7,185,June 14 1971,3,California State University Fullerton
11,Ira Bowman,SG,6-5,195,June 11 1973,R,University of Pennsylvania
52,Matt Geiger,C,7-0,243,September 10 1969,7,Georgia Institute of Technology
40,Tyrone Hill,PF,6-9,240,March 19 1968,9,Xavier University
21,Larry Hughes,SG,6-5,184,January 23 1979,1,Saint Louis University
3,Allen Iverson,SG,6-0,165,June 7 1975,3,Georgetown University
33,Jumaine Jones,SF,6-8,218,February 10 1979,R,University of Georgia
7,Toni Kukoc,SF,6-10,192,September 18 1968,6,
41,Antonio Lang,SF,6-8,205,May 15 1972,5,Duke University
9,George Lynch,SF,6-8,218,September 3 1970,6,University of North Carolina
50,Todd MacCulloch,C,7-0,280,January 27 1976,R,University of Washington
8,Aaron McKie,SG,6-5,209,October 2 1972,5,Temple University
14,Nazr Mohammed,C,6-10,221,September 5 1977,1,University of Kentucky
5,Kevin Ollie,PG,6-4,195,December 27 1972,2,University of Connecticut
30,Billy Owens,PF,6-8,220,May 1 1969,8,Syracuse University
42,Theo Ratliff,PF,6-10,225,April 17 1973,4,University of Wyoming
53,Stanley Roberts,C,7-0,285,February 7 1970,7,Louisiana State University
20,Eric Snow,PG,6-3,190,April 24 1973,4,Michigan State University
