
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
35,Willie Anderson,SG,6-7,190,January 8 1967,8,University of Georgia
2,Keith Askins,SF,6-7,197,December 15 1967,6,University of Alabama
8,Isaac Austin,C,6-10,255,August 18 1969,3,Arizona State University
3,Bruce Bowen,SF,6-7,185,June 14 1971,R,California State University Fullerton
42,P.J. Brown,PF,6-11,225,October 14 1969,3,Louisiana Tech University
11,John Crotty,PG,6-1,185,July 15 1969,4,University of Virginia
5,Sasha Danilovic,SG,6-5,200,February 26 1970,1,
,Matt Fish,C,6-11,235,November 18 1969,2,University of North Carolina at Wilmington
23,Gary Grant,PG,6-3,185,April 21 1965,8,University of Michigan
10,Tim Hardaway,PG,6-0,175,September 1 1966,6,University of Texas at El Paso
21,Voshon Lenard,SG,6-4,205,May 14 1973,1,University of Minnesota
9,Dan Majerle,SF,6-6,215,September 9 1965,8,Central Michigan University
24,Jamal Mashburn,SF,6-8,240,November 29 1972,3,University of Kentucky
33,Alonzo Mourning,C,6-10,240,February 8 1970,4,Georgetown University
31,Martin Muursepp,PF,6-9,235,September 26 1974,R,
54,Ed Pinckney,PF,6-9,195,March 27 1963,11,Villanova University
32,James Scott,SF,6-6,180,June 6 1972,R,St. John's University
30,Mark Strickland,PF,6-9,210,July 14 1970,1,Temple University
40,Kurt Thomas,PF,6-9,230,October 4 1972,1,Texas Christian University
