
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Pau Gasol,28,81,81,37.0,7.3,12.9,.567,0.0,0.0,.500,7.3,12.9,.567,.567,4.2,5.4,.781,3.2,6.4,9.6,3.5,0.6,1.0,1.9,2.1,18.9
2,Kobe Bryant,30,82,82,36.1,9.8,20.9,.467,1.4,4.1,.351,8.3,16.8,.496,.502,5.9,6.9,.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8
3,Derek Fisher,34,82,82,29.8,3.6,8.4,.424,1.5,3.7,.397,2.1,4.7,.446,.512,1.3,1.6,.846,0.3,2.0,2.3,3.2,1.2,0.1,0.9,2.3,9.9
4,Lamar Odom,29,78,32,29.7,4.4,9.0,.492,0.4,1.3,.320,4.0,7.7,.522,.516,2.1,3.3,.623,2.3,5.9,8.2,2.6,1.0,1.3,1.8,3.0,11.3
5,Andrew Bynum,21,50,50,28.9,5.6,10.0,.560,0.0,0.0,,5.6,10.0,.560,.560,3.0,4.3,.707,2.7,5.2,8.0,1.4,0.4,1.8,1.7,3.1,14.3
6,Trevor Ariza,23,82,20,24.4,3.3,7.3,.460,0.7,2.3,.319,2.6,4.9,.526,.511,1.5,2.1,.710,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2.0,8.9
7,Jordan Farmar,22,65,0,18.3,2.5,6.3,.391,0.8,2.2,.336,1.7,4.1,.421,.450,0.7,1.2,.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,1.6,6.4
8,Luke Walton,28,65,34,17.9,2.1,4.7,.436,0.3,0.9,.298,1.8,3.8,.468,.464,0.6,0.9,.719,0.8,1.9,2.8,2.7,0.5,0.2,1.1,1.6,5.0
9,Vladimir Radmanovic,28,46,28,16.8,2.1,4.7,.444,1.3,3.0,.441,0.8,1.7,.449,.584,0.5,0.6,.852,0.4,2.2,2.5,0.8,0.6,0.2,1.0,1.1,5.9
10,Sasha Vujacic,24,80,0,16.2,1.9,5.0,.387,1.0,2.8,.363,0.9,2.2,.416,.488,0.9,1.0,.921,0.2,1.5,1.7,1.4,1.0,0.1,0.4,1.9,5.8
11,Josh Powell,26,60,1,11.7,1.8,4.0,.444,0.0,0.0,,1.8,4.0,.444,.444,0.6,0.8,.760,1.2,1.8,2.9,0.5,0.2,0.3,0.9,1.6,4.2
12,Didier Ilunga-Mbenga,28,23,0,7.9,1.2,2.5,.474,0.0,0.0,.000,1.2,2.4,.482,.474,0.3,0.3,.875,0.4,1.0,1.3,0.4,0.4,1.0,0.6,1.4,2.7
13,Shannon Brown,23,18,0,7.6,1.2,2.3,.524,0.3,0.5,.667,0.9,1.8,.485,.595,0.4,0.5,.889,0.2,0.9,1.1,0.6,0.2,0.1,0.5,0.5,3.2
14,Chris Mihm,29,18,0,5.8,0.8,2.2,.375,0.0,0.0,,0.8,2.2,.375,.375,0.3,0.4,.857,0.8,1.1,1.9,0.6,0.1,0.3,0.6,1.3,2.0
15,Adam Morrison,24,8,0,5.5,0.5,1.5,.333,0.1,0.5,.250,0.4,1.0,.375,.375,0.1,0.3,.500,0.3,0.8,1.0,0.4,0.0,0.0,0.4,0.5,1.3
16,Sun Yue,23,10,0,2.8,0.3,1.1,.273,0.0,0.6,.000,0.3,0.5,.600,.273,0.0,0.0,,0.0,0.0,0.0,0.2,0.1,0.1,0.3,1.0,0.6
