
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
44,Danny Ainge,SG,6-4,175,March 17 1959,4,Brigham Young University
33,Larry Bird,SF,6-9,220,December 7 1956,6,Indiana State University
34,Rick Carlisle,SG,6-5,210,October 27 1959,1,University of Virginia
3,Dennis Johnson,PG,6-4,185,September 18 1954,9,Pepperdine University
50,Greg Kite,C,6-11,250,August 5 1961,2,Brigham Young University
32,Kevin McHale,PF,6-10,210,December 19 1957,5,University of Minnesota
00,Robert Parish,C,7-0,230,August 30 1953,9,Centenary College of Louisiana
12,Jerry Sichting,PG,6-1,168,November 29 1956,5,Purdue University
45,David Thirdkill,PF,6-7,195,April 12 1960,3,Bradley University
11,Sam Vincent,SG,6-2,185,May 18 1963,R,Michigan State University
5,Bill Walton,C,6-11,210,November 5 1952,8,University of California Los Angeles
8,Scott Wedman,SF,6-7,215,July 29 1952,11,University of Colorado
35,Sly Williams,SF,6-7,210,January 26 1958,6,University of Rhode Island
