
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
3,Shareef Abdur-Rahim,PF,6-9,225,December 11 1976,6,University of California
25,Corey Benjamin,SG,6-6,200,February 24 1978,3,Oregon State University
4,Chris Crawford,PF,6-9,235,May 13 1975,5,Marquette University
15,Emanual Davis,SG,6-4,195,August 27 1968,5,Delaware State University
12,Dan Dickau,PG,6-0,190,September 16 1978,R,Gonzaga University
5,Dion Glover,SG,6-5,228,October 22 1978,3,Georgia Institute of Technology
8,Darvin Ham,SG,6-7,220,July 23 1973,5,Texas Tech University
40,Antonio Harvey,PF,6-11,225,July 6 1970,7,Pfeiffer University
44,Alan Henderson,C,6-9,235,December 2 1972,7,Indiana University
6,Jermaine Jackson,SG,6-4,204,June 7 1976,2,University of Detroit Mercy
11,Matt Maloney,PG,6-3,192,December 6 1971,5,University of Pennsylvania
00,Amal McCaskill,C,6-11,235,October 28 1973,2,Marquette University
2,Nazr Mohammed,C,6-10,221,September 5 1977,4,University of Kentucky
38,Mikki Moore,C,6-11,225,November 4 1975,4,University of Nebraska
14,Ira Newble,SF,6-7,220,January 20 1975,2,Miami University
42,Theo Ratliff,C,6-10,225,April 17 1973,7,University of Wyoming
13,Glenn Robinson,SF,6-7,225,January 10 1973,8,Purdue University
45,Paul Shirley,PF,6-10,230,December 23 1977,R,Iowa State University
31,Jason Terry,PG,6-2,185,September 15 1977,3,University of Arizona
29,Mike Wilks,SG,5-10,185,May 7 1979,R,Rice University
17,Brandon Williams,SF,6-6,215,February 27 1975,2,Davidson College
