
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Tim Hardaway,31,81,81,3031,10.0,23.3,.431,2.8,8.0,.351,7.3,15.4,.472,4.6,5.9,.781,0.9,4.5,5.4,12.1,2.4,0.3,4.0,3.6,27.5,,113,103
2,Voshon Lenard,24,81,81,2621,7.6,17.8,.425,3.2,7.9,.405,4.4,9.9,.441,2.9,3.7,.788,1.5,4.6,6.1,3.7,1.2,0.3,2.1,4.6,21.2,,113,106
3,P.J. Brown,28,74,74,2362,6.4,13.6,.471,0.0,0.0,,6.4,13.6,.471,3.5,4.6,.766,5.4,9.2,14.7,2.4,1.5,2.3,2.2,6.1,16.3,,112,100
4,Alonzo Mourning,27,58,56,1939,11.3,20.6,.551,0.0,0.0,,11.3,20.6,.551,8.7,13.1,.665,5.4,10.3,15.7,1.5,1.1,3.7,5.0,5.9,31.4,,109,99
5,Dan Majerle,32,72,22,1928,5.2,12.4,.419,3.1,8.4,.376,2.1,4.1,.507,1.1,1.4,.784,1.4,6.2,7.6,4.4,1.9,0.4,1.8,3.9,14.7,,115,103
6,Jamal Mashburn,25,48,48,1729,7.9,18.2,.435,1.2,3.9,.303,6.8,14.4,.470,5.8,7.3,.797,2.3,5.2,7.5,4.2,1.4,0.4,3.4,4.3,22.8,,107,105
7,Eric Murdock,29,82,1,1395,6.9,16.4,.422,1.1,3.6,.308,5.8,12.8,.454,4.9,6.1,.801,1.5,4.6,6.1,8.6,4.0,0.5,4.1,6.8,19.8,,106,100
8,Isaac Austin,28,52,25,1371,10.0,21.2,.474,0.0,0.1,.000,10.0,21.1,.476,6.2,9.1,.680,4.7,8.4,13.1,3.5,1.7,1.4,4.7,6.4,26.2,,102,101
9,Mark Strickland,27,51,8,847,9.3,17.3,.539,0.0,0.1,.000,9.3,17.3,.541,3.8,5.3,.720,5.2,8.6,13.7,1.7,1.2,2.2,3.0,5.6,22.5,,112,101
10,Terry Mills,30,50,0,782,5.7,14.4,.393,1.7,5.7,.309,3.9,8.7,.448,1.7,2.3,.758,2.4,8.2,10.6,2.7,1.3,0.6,3.1,9.0,14.8,,94,102
11,Keith Askins,30,46,12,681,3.1,9.8,.320,1.7,5.9,.284,1.4,3.8,.375,1.0,1.5,.632,2.2,5.9,8.1,2.3,2.2,1.0,2.1,8.6,8.9,,91,102
12,Duane Causwell,29,37,2,363,5.6,13.4,.416,0.0,0.0,,5.6,13.4,.416,2.3,3.9,.577,4.4,10.5,14.9,0.8,1.1,4.1,2.7,11.0,13.4,,91,98
13,Brent Barry,26,17,0,259,4.8,13.1,.371,2.5,7.2,.353,2.3,5.9,.393,2.5,2.5,1.000,0.4,5.5,5.9,4.4,3.0,0.8,1.9,6.3,14.8,,110,101
14,Marty Conlon,30,18,0,209,7.3,16.2,.452,0.0,0.0,,7.3,16.2,.452,8.4,11.5,.727,4.2,7.8,12.0,3.1,2.4,1.3,2.9,7.1,23.0,,113,100
15,Rex Walters,27,19,0,108,6.6,12.1,.542,1.5,4.0,.375,5.1,8.1,.625,4.5,5.6,.818,1.0,6.6,7.6,7.1,1.5,0.5,5.1,5.6,19.2,,111,103
16,Todd Day,28,5,0,69,8.7,24.5,.355,1.6,9.5,.167,7.1,15.0,.474,4.7,7.1,.667,3.2,1.6,4.7,5.5,5.5,0.0,2.4,7.9,23.7,,99,99
17,Charles Smith,22,11,0,32,6.8,30.7,.222,1.7,5.1,.333,5.1,25.6,.200,1.7,3.4,.500,8.5,5.1,13.6,3.4,3.4,1.7,10.2,5.1,17.1,,59,99
18,Antonio Lang,25,6,0,29,5.6,9.4,.600,0.0,0.0,,5.6,9.4,.600,11.3,15.1,.750,3.8,5.6,9.4,1.9,3.8,0.0,7.5,5.6,22.6,,103,100
