
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
19,Sam Cassell,PG,6-3,185,November 18 1969,10,Florida State University
44,Ndudi Ebi,SF,6-9,200,June 18 1984,R,
21,Kevin Garnett,PF,6-11,240,May 19 1976,8,
5,Anthony Goldwire,PG,6-1,182,September 6 1971,5,University of Houston
23,Trenton Hassell,SG,6-5,200,March 4 1979,2,Austin Peay State University
32,Fred Hoiberg,SG,6-4,203,October 15 1972,8,Iowa State University
16,Troy Hudson,PG,6-1,170,March 13 1976,6,Southern Illinois University
40,Ervin Johnson,C,6-11,245,December 21 1967,10,University of New Orleans
24,Quincy Lewis,SF,6-7,215,June 26 1977,3,University of Minnesota
35,Mark Madsen,C,6-9,240,January 28 1976,3,Stanford University
15,Darrick Martin,PG,5-11,170,March 6 1971,8,University of California Los Angeles
4,Keith McLeod,PG,6-2,188,November 5 1979,R,Bowling Green State University
3,Oliver Miller,C,6-9,280,April 6 1970,8,University of Arkansas
34,Michael Olowokandi,C,7-0,269,April 3 1975,5,University of the Pacific
8,Latrell Sprewell,SF,6-5,190,September 8 1970,11,University of Alabama
10,Wally Szczerbiak,SF,6-7,244,March 5 1977,4,Miami University
20,Gary Trent,C,6-8,250,September 22 1974,8,Ohio University
