
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
21,Carlos Arroyo,PG,6-2,202,July 30 1979,R,Florida International University
5,Michael Bradley,PF,6-10,245,April 18 1979,R,Villanova University
15,Vince Carter,SG,6-6,220,January 26 1977,3,University of North Carolina
1,Chris Childs,PG,6-3,195,November 20 1967,7,Boise State University
7,Keon Clark,C,6-11,220,April 16 1975,3,University of Nevada Las Vegas
30,Dell Curry,SG,6-4,190,June 25 1964,15,Virginia Polytechnic Institute and State University
33,Antonio Davis,PF,6-9,215,October 31 1968,8,University of Texas at El Paso
44,Derrick Dial,SG,6-4,184,December 20 1975,2,Eastern Michigan University
8,Jermaine Jackson,SG,6-4,204,June 7 1976,1,University of Detroit Mercy
00,Eric Montross,C,7-0,270,September 23 1971,7,University of North Carolina
35,Tracy Murray,SF,6-7,225,July 25 1971,9,University of California Los Angeles
32,Mamadou N'Diaye,C,7-0,255,June 16 1975,1,Auburn University
34,Hakeem Olajuwon,C,7-0,255,January 21 1963,17,University of Houston
24,Morris Peterson,SF,6-7,218,August 26 1977,1,Michigan State University
4,Michael Stewart,C,6-10,230,April 25 1975,4,University of California
20,Alvin Williams,PG,6-5,185,August 6 1974,4,Villanova University
13,Jerome Williams,PF,6-9,206,May 10 1973,5,Georgetown University
