
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
40,Dave Corzine,C,6-11,250,April 25 1956,6,DePaul University
44,Quintin Dailey,SG,6-3,180,January 22 1961,2,University of San Francisco
34,Chris Engler,C,6-11,245,March 1 1959,2,University of Wyoming
21,Sidney Green,PF,6-9,220,January 4 1961,1,University of Nevada Las Vegas
10,Dave Greenwood,PF,6-9,222,May 27 1957,5,University of California Los Angeles
22,Rod Higgins,SF,6-7,200,January 31 1960,2,California State University Fresno
32,Steve Johnson,C,6-10,235,November 3 1957,3,Oregon State University
27,Caldwell Jones,C,6-11,217,August 4 1950,11,Albany State University
13,Charles Jones,PF,6-9,215,April 3 1957,1,Albany State University
23,Michael Jordan,SG,6-6,195,February 17 1963,R,University of North Carolina
1,Wes Matthews,PG,6-1,170,August 24 1959,4,University of Wisconsin
33,Jawann Oldham,C,7-0,215,July 4 1957,4,Seattle University
3,Ennis Whatley,PG,6-3,177,August 11 1962,1,University of Alabama
0,Orlando Woolridge,SF,6-9,215,December 16 1959,3,University of Notre Dame
