
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
18,Ashraf Amaya,PF,6-8,230,November 23 1971,R,Southern Illinois University
2,Greg Anthony,PG,6-0,176,November 15 1967,4,University of Nevada Las Vegas
34,Anthony Avent,PF,6-9,235,October 18 1969,3,Seton Hall University
00,Benoit Benjamin,C,7-0,250,November 22 1964,10,Creighton University
30,Blue Edwards,SF,6-4,200,October 31 1965,6,East Carolina University
32,Doug Edwards,PF,6-7,220,January 21 1971,2,Florida State University
44,Kenny Gattison,PF,6-8,225,May 23 1964,8,Old Dominion University
40,Antonio Harvey,PF,6-11,225,July 6 1970,2,Pfeiffer University
17,Chris King,SF,6-8,215,July 24 1969,1,Wake Forest University
15,Rich Manning,PF,6-11,253,June 23 1970,R,University of Washington
40,Cuonzo Martin,SG,6-5,213,September 23 1971,R,Purdue University
5,Darrick Martin,PG,5-11,170,March 6 1971,1,University of California Los Angeles
52,Eric Mobley,C,6-11,235,February 1 1970,1,University of Pittsburgh
7,Lawrence Moten,SG,6-5,185,March 25 1972,R,Syracuse University
14,Eric Murdock,PG,6-1,190,June 14 1968,4,Providence College
50,Bryant Reeves,C,7-0,275,June 8 1973,R,Oklahoma State University
4,Byron Scott,SG,6-3,195,March 28 1961,12,Arizona State University
21,Gerald Wilkins,SG,6-6,185,September 11 1963,9,University of Tennessee at Chattanooga
