
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Rasheed Wallace,27,79,79,37.5,7.6,16.3,.469,1.4,4.0,.360,6.2,12.3,.504,.513,2.5,3.5,.734,1.7,6.4,8.2,1.9,1.3,1.3,1.7,2.7,19.3
2,Damon Stoudamire,28,75,71,37.3,4.9,12.2,.402,1.4,3.9,.353,3.5,8.3,.425,.459,2.3,2.6,.888,1.0,2.9,3.9,6.5,0.9,0.1,2.0,2.0,13.5
3,Scottie Pippen,36,62,60,32.2,4.0,9.7,.411,0.9,2.9,.305,3.1,6.8,.455,.456,1.8,2.4,.774,1.2,3.9,5.2,5.9,1.6,0.6,2.8,2.6,10.6
4,Bonzi Wells,25,74,69,31.7,6.6,14.0,.469,0.9,2.3,.384,5.7,11.7,.486,.500,2.9,3.9,.741,1.6,4.4,6.0,2.8,1.5,0.3,2.6,2.8,17.0
5,Dale Davis,32,78,77,31.4,3.8,7.4,.510,0.0,0.0,,3.8,7.4,.510,.510,1.9,2.7,.708,3.4,5.5,8.8,1.2,0.8,1.1,0.8,2.5,9.5
6,Derek Anderson,27,70,27,26.6,3.5,8.7,.404,1.2,3.3,.373,2.3,5.5,.422,.473,2.5,3.0,.856,0.7,2.0,2.7,3.1,1.0,0.1,1.2,1.6,10.8
7,Ruben Patterson,26,75,13,23.5,4.3,8.3,.515,0.1,0.5,.250,4.1,7.8,.532,.523,2.6,3.7,.701,2.1,1.9,4.0,1.4,1.1,0.5,1.5,1.9,11.2
8,Shawn Kemp,32,75,5,16.4,2.3,5.4,.430,0.0,0.1,.000,2.3,5.4,.434,.430,1.4,1.7,.794,1.2,2.6,3.8,0.7,0.6,0.4,1.1,2.5,6.1
9,Erick Barkley,23,19,4,12.0,1.3,3.6,.353,0.1,0.4,.143,1.2,3.2,.377,.360,0.5,0.5,.900,0.3,0.7,0.9,1.8,0.9,0.1,0.6,1.5,3.1
10,Steve Kerr,36,65,0,11.9,1.6,3.3,.470,0.4,1.0,.394,1.2,2.3,.503,.530,0.6,0.6,.975,0.1,0.8,0.9,1.0,0.2,0.0,0.4,0.8,4.1
11,Rick Brunson,29,59,2,8.8,0.8,1.9,.398,0.1,0.2,.545,0.7,1.7,.382,.425,0.5,0.7,.707,0.4,0.8,1.2,1.9,0.4,0.0,0.8,0.9,2.1
12,Mitchell Butler,31,11,0,8.2,0.9,2.1,.435,0.1,0.3,.333,0.8,1.8,.450,.457,0.7,1.1,.667,0.5,0.7,1.3,0.5,0.0,0.1,0.5,0.9,2.6
13,Chris Dudley,36,43,2,7.6,0.5,1.2,.400,0.0,0.0,.000,0.5,1.1,.417,.400,0.2,0.3,.533,0.6,1.2,1.9,0.3,0.1,0.3,0.3,1.0,1.1
14,Ruben Boumtje-Boumtje,23,33,1,7.4,0.4,1.0,.406,0.0,0.0,,0.4,1.0,.406,.406,0.4,0.8,.520,0.6,1.0,1.7,0.1,0.1,0.5,0.4,1.2,1.2
15,Zach Randolph,20,41,0,5.8,1.2,2.6,.449,0.0,0.0,,1.2,2.6,.449,.449,0.4,0.7,.667,0.8,0.9,1.7,0.3,0.2,0.1,0.4,0.7,2.8
