
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
10,Michael Adams,PG,5-10,162,January 19 1963,6,Boston College
3,Rex Chapman,SG,6-4,185,October 5 1967,3,University of Kentucky
21,Ledell Eackles,SG,6-5,220,November 24 1966,3,University of New Orleans
43,Pervis Ellison,C,6-9,210,April 3 1967,2,University of Louisville
14,A.J. English,SG,6-3,175,July 11 1967,1,Virginia Union University
42,Greg Foster,PF,6-11,240,October 3 1968,1,University of Texas at El Paso
44,Harvey Grant,SF,6-8,195,July 4 1965,3,University of Oklahoma
12,Tom Hammonds,PF,6-9,215,March 27 1967,2,Georgia Institute of Technology
23,Charles Jones,C,6-9,215,April 3 1957,8,Albany State University
15,Albert King,SF,6-6,190,December 17 1959,8,University of Maryland
50,Ralph Sampson,C,7-4,228,July 7 1960,8,University of Virginia
22,LaBradford Smith,SG,6-3,200,April 3 1969,R,University of Louisville
33,Larry Stewart,PF,6-8,220,September 21 1968,R,Coppin State University
35,Derek Strong,PF,6-8,220,February 9 1968,R,Xavier University
1,Andre Turner,PG,5-11,160,December 13 1964,5,University of Memphis
55,David Wingate,SG,6-5,185,December 15 1963,5,Georgetown University
