
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
1,Brandon Armstrong,SG,6-5,188,June 16 1980,R,Pepperdine University
35,Jason Collins,C,7-0,255,December 2 1978,R,Stanford University
10,Derrick Dial,SG,6-4,184,December 20 1975,2,Eastern Michigan University
54,Steve Goodrich,SF,6-10,220,March 18 1976,1,Princeton University
12,Lucious Harris,SG,6-5,190,December 18 1970,8,California State University Long Beach
24,Richard Jefferson,SF,6-7,233,June 21 1980,R,University of Arizona
8,Anthony Johnson,SG,6-3,190,October 2 1974,4,College of Charleston
5,Jason Kidd,PG,6-4,205,March 23 1973,7,University of California
30,Kerry Kittles,SG,6-5,179,June 12 1974,4,Villanova University
11,Todd MacCulloch,C,7-0,280,January 27 1976,2,University of Washington
13,Donny Marshall,SF,6-7,230,July 17 1972,3,University of Connecticut
6,Kenyon Martin,PF,6-9,234,December 30 1977,1,University of Cincinnati
21,Brian Scalabrine,PF,6-9,241,March 18 1978,R,University of Southern California
50,Reggie Slater,PF,6-7,215,August 27 1970,6,University of Wyoming
44,Keith Van Horn,SF,6-10,220,October 23 1975,4,University of Utah
34,Aaron Williams,PF,6-9,220,October 2 1971,7,Xavier University
