
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Luol Deng,26,54,54,2129,7.9,19.1,.412,2.0,5.4,.367,5.9,13.7,.430,3.2,4.2,.770,1.9,6.9,8.9,4.0,1.4,0.9,2.4,2.0,20.9,,105,100
2,Carlos Boozer,30,66,66,1948,12.4,23.3,.532,0.0,0.0,.000,12.4,23.2,.533,2.6,3.8,.693,3.2,12.4,15.6,3.5,1.7,0.7,3.2,4.6,27.4,,108,95
3,Joakim Noah,26,64,64,1945,6.9,13.6,.508,0.0,0.0,.000,6.9,13.5,.509,4.3,5.7,.748,6.7,10.7,17.4,4.4,1.1,2.5,2.5,4.5,18.1,,120,96
4,Ronnie Brewer,26,66,43,1635,6.3,14.7,.427,0.6,2.3,.275,5.6,12.4,.455,1.8,3.3,.560,2.4,5.2,7.6,4.5,2.4,0.7,1.9,2.1,15.0,,103,99
5,Kyle Korver,30,65,7,1469,6.5,15.1,.432,4.3,9.9,.435,2.2,5.2,.426,2.0,2.4,.833,1.0,4.9,5.8,4.1,1.3,0.5,1.9,4.0,19.4,,120,101
6,Derrick Rose,23,39,39,1375,11.8,27.2,.435,2.1,6.8,.312,9.7,20.4,.475,7.6,9.4,.812,1.0,4.1,5.1,12.0,1.4,1.1,4.7,2.0,33.4,,112,101
7,Taj Gibson,26,63,0,1284,8.4,16.9,.495,0.0,0.0,,8.4,16.9,.495,3.5,5.7,.622,5.7,8.3,13.9,2.0,1.1,3.4,2.5,5.5,20.3,,109,96
8,C.J. Watson,27,49,25,1159,7.5,20.3,.368,3.2,8.0,.393,4.3,12.3,.352,3.9,4.8,.808,1.0,3.9,4.9,9.3,2.1,0.4,4.5,4.8,22.0,,101,101
9,Omer Asik,25,66,2,971,4.4,8.7,.506,0.0,0.0,,4.4,8.7,.506,2.6,5.7,.456,7.0,12.4,19.4,1.8,1.7,3.8,3.8,6.7,11.4,,97,92
10,John Lucas III,29,49,2,726,10.6,26.6,.399,4.1,10.4,.393,6.5,16.2,.404,2.1,2.4,.875,1.6,4.0,5.6,8.0,1.4,0.1,3.1,3.1,27.4,,107,102
11,Richard Hamilton,33,28,28,697,10.8,23.9,.452,1.3,3.6,.370,9.5,20.4,.466,2.2,2.9,.784,1.5,3.6,5.1,6.5,0.9,0.1,3.8,4.3,25.2,,101,104
12,Jimmy Butler,22,42,0,359,4.8,11.8,.405,0.3,1.6,.182,4.5,10.2,.441,6.4,8.4,.768,3.4,4.9,8.4,2.1,1.6,0.7,2.1,3.0,16.3,,112,100
13,Brian Scalabrine,33,28,0,122,6.2,13.2,.467,0.4,3.1,.143,5.7,10.2,.565,1.3,2.6,.500,3.5,5.7,9.3,6.6,2.2,2.6,4.0,4.0,14.1,,98,97
14,Mike James,36,11,0,120,9.0,22.0,.408,2.7,4.5,.600,6.3,17.5,.359,3.1,3.6,.875,0.9,3.6,4.5,13.0,1.8,0.9,6.3,9.0,23.8,,101,101
