
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,James Posey,25,73,2238,12.9,.474,.322,.276,5.3,17.1,10.9,13.1,2.7,1.3,13.3,19.1,,0.6,2.2,2.7,.058,,-0.5,1.2,0.7,1.5
2,George McCloud,34,69,1830,9.8,.466,.385,.283,4.0,12.1,7.8,17.9,1.7,0.8,18.2,19.4,,-0.7,0.8,0.1,.003,,-1.6,-0.7,-2.3,-0.1
3,Nick Van Exel,30,45,1739,18.4,.488,.276,.191,1.2,10.3,5.5,40.2,0.9,0.3,10.5,28.4,,2.7,0.2,2.9,.080,,4.4,-3.0,1.3,1.5
4,Ryan Bowen,26,75,1686,11.4,.524,.039,.300,8.6,11.7,10.1,4.8,2.4,1.8,10.6,10.3,,1.9,1.2,3.1,.088,,-1.3,1.6,0.3,1.0
5,Raef LaFrentz,25,51,1668,18.9,.538,.263,.159,7.6,18.8,12.9,6.5,1.0,6.8,7.8,20.5,,2.7,1.8,4.5,.129,,0.9,1.8,2.7,2.0
6,Voshon Lenard,28,71,1665,14.5,.495,.312,.156,2.5,10.4,6.3,14.3,1.9,1.1,10.0,24.5,,0.9,0.8,1.7,.049,,0.3,-1.9,-1.7,0.1
7,Calbert Cheaney,30,68,1631,10.3,.499,.009,.144,3.8,13.4,8.4,11.3,1.1,1.0,12.4,15.5,,0.6,0.6,1.2,.037,,-2.7,-0.4,-3.1,-0.4
8,Avery Johnson,36,51,1200,17.3,.538,.013,.381,1.3,5.0,3.0,37.0,1.5,0.5,13.0,19.2,,2.7,0.1,2.8,.114,,0.5,-4.2,-3.7,-0.5
9,Juwan Howard,28,28,976,17.1,.515,.002,.362,9.5,16.8,13.0,14.4,1.0,1.3,13.2,25.7,,1.1,0.5,1.6,.078,,0.3,-0.7,-0.4,0.4
10,Zendon Hamilton,26,54,848,13.5,.499,.000,.739,14.1,20.2,17.0,2.7,1.3,1.6,15.6,20.3,,0.4,0.6,1.1,.061,,-3.6,-2.3,-5.9,-0.8
11,Scott Williams,33,41,737,10.5,.430,.009,.189,12.1,20.7,16.2,2.8,1.2,3.3,13.0,16.4,,-0.3,0.7,0.4,.027,,-4.9,-0.4,-5.3,-0.6
12,Donnell Harvey,21,29,679,15.0,.525,.000,.356,10.9,19.9,15.2,7.9,1.3,2.1,10.2,16.2,,1.0,0.5,1.6,.112,,-0.9,0.3,-0.6,0.2
13,Kenny Satterfield,20,36,560,11.5,.431,.136,.231,3.3,7.5,5.3,31.8,2.9,0.1,19.5,21.8,,-0.5,0.3,-0.2,-0.014,,-2.8,-1.9,-4.7,-0.4
14,Tariq Abdul-Wahad,27,20,417,10.3,.424,.014,.221,10.2,11.2,10.7,8.7,2.3,1.6,13.1,19.7,,-0.2,0.3,0.0,.005,,-3.2,0.0,-3.2,-0.1
15,Mengke Bateer,26,27,408,8.0,.469,.091,.280,8.5,18.8,13.4,8.9,1.3,0.9,17.8,19.8,,-0.2,0.3,0.1,.007,,-4.1,-1.1,-5.2,-0.3
16,Tim Hardaway,35,14,325,14.2,.499,.595,.151,0.3,9.6,4.7,40.1,2.8,0.5,22.0,23.7,,0.0,0.2,0.2,.029,,0.9,-2.9,-2.0,0.0
17,Carlos Arroyo,22,20,275,12.6,.464,.024,.146,3.6,8.3,5.8,29.5,1.0,0.3,11.2,16.0,,0.3,0.0,0.3,.057,,-1.8,-3.0,-4.8,-0.2
18,Chris Andersen,23,24,262,13.8,.417,.054,.378,15.8,17.4,16.5,4.2,1.4,7.9,13.1,17.0,,0.0,0.3,0.3,.058,,-4.1,2.2,-1.9,0.0
19,Shawnelle Scott,29,21,252,14.5,.489,.000,.267,22.8,23.8,23.3,5.4,0.6,1.8,15.2,17.6,,0.2,0.2,0.4,.083,,-1.5,-1.8,-3.3,-0.1
20,Antonio McDyess,27,10,236,21.0,.631,.000,.440,8.3,18.8,13.3,13.8,2.3,2.5,18.3,20.8,,0.5,0.2,0.8,.155,,0.8,1.2,2.1,0.2
21,Isaiah Rider,30,10,173,16.3,.526,.185,.210,6.3,15.9,10.9,13.3,0.9,0.9,13.7,26.5,,0.1,0.1,0.2,.050,,-0.6,-2.8,-3.4,-0.1
