
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
12,Bruce Bowen,SF,6-7,185,June 14 1971,7,California State University Fullerton
23,Devin Brown,SG,6-5,220,December 30 1978,1,University of Texas at San Antonio
3,Matt Carroll,SG,6-6,212,August 28 1980,R,University of Notre Dame
7,Anthony Carter,PG,6-1,190,June 16 1975,4,University of Hawaii
21,Tim Duncan,PF,6-11,250,April 25 1976,6,Wake Forest University
10,Alex Garcia,SG,6-3,220,March 4 1980,R,
20,Manu Ginobili,SG,6-6,205,July 28 1977,1,
1,Jason Hart,PG,6-3,185,April 29 1978,2,Syracuse University
11,Shane Heal,PG,6-0,180,September 6 1970,1,
5,Robert Horry,PF,6-9,220,August 25 1970,11,University of Alabama
33,Ron Mercer,SG,6-7,210,May 18 1976,6,University of Kentucky
8,Rasho Nesterovic,C,7-0,248,May 30 1976,5,
9,Tony Parker,PG,6-2,185,May 17 1982,2,
31,Malik Rose,PF,6-7,250,November 23 1974,7,Drexel University
14,Hedo Turkoglu,SF,6-10,220,March 19 1979,3,
17,Charlie Ward,PG,6-2,190,October 12 1970,9,Florida State University
42,Kevin Willis,C,7-0,220,September 6 1962,18,Michigan State University
