
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
33,Antonio Daniels,PG,6-4,195,March 19 1975,1,Bowling Green State University
21,Tim Duncan,PF,6-11,250,April 25 1976,1,Wake Forest University
17,Mario Elie,SG,6-5,210,November 26 1963,8,American International College
32,Sean Elliott,SF,6-8,205,February 2 1968,9,University of Arizona
10,Andrew Gaze,SG,6-7,205,July 24 1965,1,Seton Hall University
2,Jaren Jackson,SG,6-4,190,October 27 1967,8,Georgetown University
6,Avery Johnson,PG,5-10,175,March 25 1965,10,Southern University and A&amp;M College
4,Steve Kerr,PG,6-3,175,September 27 1965,10,University of Arizona
25,Jerome Kersey,SF,6-7,215,June 26 1962,14,Longwood University
54,Gerard King,SF,6-9,230,November 25 1972,R,Nicholls State University
41,Will Perdue,C,7-0,240,August 29 1965,10,Vanderbilt University
50,David Robinson,C,7-1,235,August 6 1965,9,United States Naval Academy
31,Malik Rose,PF,6-7,250,November 23 1974,2,Drexel University
11,Brandon Williams,SG,6-6,215,February 27 1975,1,Davidson College
