
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Desmond Mason,29,75,2575,10.8,.493,.000,.359,5.4,10.1,7.7,7.6,1.1,0.7,15.6,21.9,,-1.2,1.8,0.6,.011,,-3.0,-0.5,-3.5,-1.0
2,Tyson Chandler,24,73,2525,17.0,.620,.002,.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,,4.1,3.8,7.9,.150,,-0.3,2.8,2.5,2.9
3,Chris Paul,21,64,2353,22.0,.537,.164,.410,2.6,11.3,6.9,41.3,2.7,0.1,13.5,23.1,,6.2,2.6,8.8,.179,,4.5,0.1,4.6,3.9
4,Rasual Butler,27,81,2223,10.8,.495,.461,.110,2.1,11.4,6.7,4.7,1.0,1.9,7.5,18.3,,0.8,1.8,2.6,.056,,-1.0,-0.8,-1.7,0.2
5,David West,26,52,1900,18.9,.532,.032,.287,7.5,18.5,12.9,10.9,1.2,1.6,9.9,23.8,,3.1,2.0,5.2,.131,,0.7,0.5,1.2,1.5
6,Jannero Pargo,27,82,1710,13.4,.504,.302,.176,1.3,11.1,6.1,20.4,1.6,0.2,14.1,23.1,,0.6,1.4,2.0,.056,,-0.5,-1.5,-2.1,0.0
7,Devin Brown,28,58,1662,14.3,.538,.409,.279,3.7,13.9,8.7,14.8,1.4,0.4,12.7,19.6,,2.1,1.5,3.5,.102,,1.3,-0.3,1.0,1.2
8,Bobby Jackson,33,56,1330,15.1,.500,.319,.324,3.6,12.1,7.7,17.9,2.0,0.4,11.6,23.0,,1.2,1.3,2.5,.088,,0.7,-0.6,0.1,0.7
9,Marc Jackson,32,56,1025,11.9,.471,.003,.265,6.8,15.0,10.8,9.6,1.1,0.5,13.0,22.2,,-0.2,0.9,0.7,.033,,-3.5,-1.1,-4.6,-0.7
10,Linton Johnson,26,54,720,14.0,.548,.158,.195,8.2,18.2,13.1,4.0,2.4,2.0,11.6,14.8,,0.8,1.0,1.9,.125,,-1.5,1.0,-0.4,0.3
11,Hilton Armstrong,22,56,634,12.2,.570,.000,.536,10.3,17.0,13.6,2.5,1.0,3.3,18.5,13.6,,0.5,0.7,1.2,.091,,-3.1,0.5,-2.6,-0.1
12,Cedric Simmons,21,43,534,8.0,.430,.000,.250,9.3,13.9,11.6,3.5,0.8,3.4,13.1,14.4,,-0.3,0.5,0.3,.025,,-4.8,0.6,-4.2,-0.3
13,Peja Stojakovic,29,13,425,15.8,.543,.429,.194,2.9,12.0,7.3,4.7,1.0,0.7,8.2,24.9,,0.6,0.3,0.9,.100,,1.1,-3.0,-1.9,0.0
14,Brandon Bass,21,21,162,7.2,.411,.023,.364,9.1,21.9,15.3,2.8,0.7,1.5,16.4,17.2,,-0.2,0.2,0.0,-0.011,,-7.2,-1.5,-8.7,-0.3
15,Marcus Vinicius,22,13,103,6.9,.608,.467,.467,2.2,10.3,6.2,7.1,1.0,0.8,24.9,10.7,,0.0,0.1,0.1,.045,,-3.0,-0.5,-3.5,0.0
