
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Dick Snyder,26,82,2824,17.4,.579,,.297,,,4.2,17.8,,,,,,8.8,1.2,10.0,.170,,,,,
2,Lenny Wilkens,33,71,2641,19.0,.509,,.510,,,5.5,33.0,,,,,,4.1,1.7,5.7,.104,,,,,
3,Pete Cross,22,79,2194,13.1,.490,,.366,,,19.8,6.3,,,,,,1.0,1.6,2.6,.058,,,,,
4,Don Kojis,32,79,2143,14.5,.499,,.314,,,9.3,8.5,,,,,,2.3,1.0,3.3,.075,,,,,
5,Tom Meschery,32,79,1822,13.0,.515,,.351,,,12.2,7.7,,,,,,2.1,1.0,3.1,.081,,,,,
6,Lee Winfield,23,79,1605,15.2,.504,,.341,,,5.5,19.5,,,,,,2.0,0.8,2.8,.083,,,,,
7,Barry Clemens,27,78,1286,12.2,.501,,.217,,,8.7,9.7,,,,,,1.2,0.6,1.8,.068,,,,,
8,Zaid Abdul-Aziz,24,61,1276,16.1,.489,,.315,,,16.8,4.6,,,,,,1.0,0.8,1.8,.067,,,,,
9,Spencer Haywood,21,33,1162,18.0,.504,,.377,,,15.6,5.9,,,,,,1.5,0.7,2.2,.091,,,,,
10,Gar Heard,22,65,1027,10.4,.425,,.313,,,14.6,5.6,,,,,,-0.9,0.6,-0.3,-0.013,,,,,
11,Tom Black,29,55,773,10.2,.455,,.272,,,13.3,6.9,,,,,,-0.1,0.4,0.3,.021,,,,,
12,Rod Thorn,29,63,767,17.2,.510,,.341,,,6.2,31.9,,,,,,1.0,0.5,1.5,.096,,,,,
13,Bob Rule,26,4,142,24.2,.535,,.306,,,14.8,8.2,,,,,,0.4,0.1,0.5,.174,,,,,
14,Jake Ford,24,5,68,13.2,.490,,.880,,,6.1,16.6,,,,,,0.1,0.0,0.1,.066,,,,,
