
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar,36,80,80,2622,716,1238,.578,0,1,.000,716,1237,.579,.578,285,394,.723,169,418,587,211,55,143,221,211,1717
2,Magic Johnson,24,67,66,2567,441,780,.565,6,29,.207,435,751,.579,.569,290,358,.810,99,392,491,875,150,49,306,169,1178
3,Jamaal Wilkes,30,75,74,2507,542,1055,.514,2,8,.250,540,1047,.516,.515,208,280,.743,130,210,340,214,72,41,137,205,1294
4,James Worthy,22,82,53,2415,495,890,.556,0,6,.000,495,884,.560,.556,195,257,.759,157,358,515,207,77,70,181,244,1185
5,Michael Cooper,27,82,9,2387,273,549,.497,38,121,.314,235,428,.549,.532,155,185,.838,53,209,262,482,113,67,148,267,739
6,Byron Scott,22,74,49,1637,334,690,.484,8,34,.235,326,656,.497,.490,112,139,.806,50,114,164,177,81,19,116,174,788
7,Bob McAdoo,32,70,0,1456,352,748,.471,0,5,.000,352,743,.474,.471,212,264,.803,82,207,289,74,42,50,127,182,916
8,Mike McGee,24,77,45,1425,347,584,.594,2,12,.167,345,572,.603,.596,61,113,.540,117,76,193,81,49,6,111,176,757
9,Swen Nater,34,69,0,829,124,253,.490,0,1,.000,124,252,.492,.490,63,91,.692,81,183,264,27,25,7,68,150,311
10,Kurt Rambis,25,47,31,743,63,113,.558,0,0,,63,113,.558,.558,42,66,.636,82,184,266,34,30,14,56,108,168
11,Calvin Garrett,27,41,0,478,78,152,.513,2,6,.333,76,146,.521,.520,30,39,.769,24,47,71,31,12,2,34,62,188
12,Larry Spriggs,24,38,0,363,44,82,.537,0,2,.000,44,80,.550,.537,36,50,.720,16,45,61,30,12,4,34,55,124
13,Mitch Kupchak,29,34,3,324,41,108,.380,0,1,.000,41,107,.383,.380,22,34,.647,35,52,87,7,4,6,22,46,104
14,Eddie Jordan,29,3,0,27,4,8,.500,0,0,,4,8,.500,.500,1,2,.500,0,4,4,5,4,0,8,5,9
,Team Totals,,82,,19780,3854,7250,.532,58,226,.257,3796,7024,.540,.536,1712,2272,.754,1095,2499,3594,2455,726,478,1578,2054,9478
