
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
24,Jonathan Bender,SF,6-11,202,January 30 1981,2,
4,Travis Best,PG,5-11,182,July 12 1972,6,Georgia Institute of Technology
2,Jamison Brewer,SG,6-4,184,November 19 1980,R,Auburn University
27,Primoz Brezec,C,7-2,252,October 2 1979,R,
44,Austin Croshere,PF,6-9,235,May 1 1975,4,Providence College
10,Jeff Foster,C,6-11,236,January 16 1977,2,Texas State University
3,Al Harrington,PF,6-9,230,February 17 1980,3,
5,Ron Mercer,SG,6-7,210,May 18 1976,4,University of Kentucky
52,Brad Miller,C,6-11,244,April 12 1976,3,Purdue University
31,Reggie Miller,SG,6-7,185,August 24 1965,14,University of California Los Angeles
7,Jermaine O'Neal,PF,6-11,226,October 13 1978,5,
12,Kevin Ollie,PG,6-4,195,December 27 1972,4,University of Connecticut
21,Norm Richardson,SG,6-5,190,July 24 1979,R,Hofstra University
6,Carlos Rogers,C,6-11,220,February 6 1971,7,Tennessee State University
5,Jalen Rose,SF,6-8,210,January 30 1973,7,University of Michigan
40,Bruno Sundov,C,7-2,220,February 10 1980,3,
11,Jamaal Tinsley,PG,6-3,195,February 28 1978,R,Iowa State University
15,Metta World Peace,SF,6-6,260,November 13 1979,2,St. John's University
