
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
9,Tariq Abdul-Wahad,SG,6-6,223,November 3 1974,2,San Jose State University
13,John Amaechi,C,6-10,270,November 26 1970,1,Pennsylvania State University
10,Darrell Armstrong,PG,6-0,170,June 22 1968,5,Fayetteville State University
31,Chucky Atkins,PG,5-11,160,August 14 1974,R,University of South Florida
11,Earl Boykins,PG,5-5,135,June 2 1976,1,Eastern Michigan University
51,Michael Doleac,C,6-11,262,June 15 1977,1,University of Utah
1,Kiwane Garris,SG,6-2,183,September 24 1974,1,University of Illinois at Urbana-Champaign
8,Pat Garrity,SF,6-9,238,August 23 1976,1,University of Notre Dame
25,Chris Gatling,PF,6-10,220,September 3 1967,8,Old Dominion University
15,Matt Harpring,SF,6-7,231,May 31 1976,1,Georgia Institute of Technology
24,Anthony Johnson,PG,6-3,190,October 2 1974,2,College of Charleston
50,Corey Maggette,SF,6-6,218,November 12 1979,R,Duke University
5,Ron Mercer,SG,6-7,210,May 18 1976,2,University of Kentucky
45,Bo Outlaw,PF,6-8,210,April 13 1971,6,University of Houston
24,Anthony Parker,SG,6-6,215,June 19 1975,2,Bradley University
33,Derek Strong,PF,6-8,220,February 9 1968,8,Xavier University
23,Johnny Taylor,SF,6-9,220,June 4 1974,2,University of Tennessee at Chattanooga
4,Ben Wallace,PF,6-9,240,September 10 1974,3,Virginia Union University
3,Monty Williams,SF,6-8,225,October 8 1971,5,University of Notre Dame
