
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
24,Anthony Bonner,PF,6-8,215,June 8 1968,1,Saint Louis University
3,Randy Brown,PG,6-2,190,May 22 1968,R,New Mexico State University
31,Duane Causwell,C,7-0,240,May 31 1968,1,Temple University
32,Pete Chilcutt,PF,6-10,230,September 14 1968,R,University of North Carolina
20,Bob Hansen,SG,6-6,190,January 18 1961,8,University of Iowa
20,Dennis Hopson,SG,6-5,200,April 22 1965,4,Ohio State University
51,Les Jepsen,C,7-0,237,June 24 1967,1,University of Iowa
33,Jim Les,PG,5-11,165,August 18 1963,3,Bradley University
2,Mitch Richmond,SG,6-5,215,June 30 1965,3,Kansas State University
45,Steve Scheffler,C,6-9,250,September 3 1967,1,Purdue University
42,Dwayne Schintzius,C,7-1,260,October 14 1968,1,University of Florida
22,Lionel Simmons,SF,6-7,210,November 14 1968,1,La Salle University
21,Carl Thomas,SG,6-4,175,October 3 1969,R,Eastern Michigan University
5,Stephen Thompson,SG,6-4,185,December 2 1968,R,Syracuse University
23,Wayman Tisdale,PF,6-9,240,June 9 1964,6,University of Oklahoma
4,Spud Webb,PG,5-6,133,July 13 1963,6,North Carolina State University
