
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Kyle Korver,33,75,75,2418,6.2,12.7,.487,4.7,9.5,.492,1.5,3.2,.470,2.2,2.5,.898,0.3,6.1,6.4,4.1,1.1,0.9,2.3,3.0,19.3,,122,106
2,Paul Millsap,29,73,73,2390,9.5,19.9,.476,1.6,4.6,.356,7.8,15.3,.513,5.5,7.2,.757,3.0,9.2,12.2,4.8,2.8,1.5,3.5,4.3,26.0,,109,99
3,Al Horford,28,76,76,2318,11.4,21.3,.538,0.2,0.8,.306,11.2,20.5,.547,2.4,3.1,.759,2.9,9.1,12.0,5.4,1.5,2.2,2.2,2.7,25.5,,114,102
4,Jeff Teague,26,73,72,2228,9.4,20.3,.460,1.6,4.7,.343,7.7,15.6,.496,6.3,7.3,.862,0.7,3.5,4.2,11.8,2.9,0.7,4.7,3.2,26.7,,111,104
5,DeMarre Carroll,28,70,69,2189,7.4,15.2,.487,2.8,7.1,.395,4.6,8.1,.567,3.0,4.2,.702,2.3,6.4,8.7,2.8,2.2,0.4,1.8,3.6,20.6,,117,104
6,Dennis Schroder,21,77,10,1516,9.6,22.4,.427,1.8,5.0,.351,7.8,17.4,.449,5.0,6.0,.827,1.0,4.6,5.5,10.7,1.7,0.1,5.1,4.3,25.9,,101,106
7,Kent Bazemore,25,75,10,1324,5.4,12.8,.426,1.9,5.1,.364,3.6,7.7,.467,2.3,3.9,.600,0.8,7.8,8.6,3.0,2.0,1.3,2.8,4.9,15.1,,94,102
8,Mike Scott,26,68,0,1123,9.1,20.6,.444,3.0,8.7,.344,6.1,11.9,.517,2.8,3.5,.792,2.0,7.0,9.1,3.4,1.1,0.1,1.8,3.8,24.1,,108,106
9,Pero Antic,32,63,3,1037,5.3,14.6,.365,2.6,8.5,.301,2.8,6.1,.455,4.3,6.1,.715,2.9,6.5,9.3,2.4,0.9,0.7,2.4,6.5,17.5,,102,106
10,Thabo Sefolosha,30,52,7,976,5.4,13.0,.418,1.3,4.1,.321,4.1,9.0,.462,2.4,3.0,.776,2.8,8.9,11.7,3.9,2.8,1.1,2.0,3.5,14.6,,106,100
11,Shelvin Mack,24,55,0,833,7.2,17.9,.401,2.5,7.8,.315,4.7,10.1,.467,1.5,1.9,.806,0.5,4.4,4.8,9.5,1.8,0.1,3.0,2.0,18.3,,102,106
12,Mike Muscala,23,40,8,502,8.4,15.4,.550,0.9,2.2,.409,7.5,13.1,.574,2.2,2.5,.880,5.3,6.8,12.1,2.5,1.6,1.9,2.1,5.3,20.1,,120,103
13,Elton Brand,35,36,4,486,4.4,10.0,.442,0.0,0.1,.000,4.4,9.9,.447,1.3,2.4,.522,2.9,7.6,10.5,2.3,1.8,2.6,1.9,5.7,10.1,,96,101
14,John Jenkins,23,24,3,297,8.4,17.0,.495,3.6,8.9,.404,4.8,8.1,.596,2.8,3.3,.842,0.3,6.4,6.7,2.2,1.7,0.0,1.4,2.6,23.2,,118,105
15,Austin Daye,26,8,0,76,6.7,17.5,.385,3.4,9.4,.357,3.4,8.1,.417,0.7,1.3,.500,2.7,6.7,9.4,5.4,2.7,1.3,3.4,6.1,17.5,,96,101
16,Adreian Payne,23,3,0,19,5.4,18.8,.286,0.0,2.7,.000,5.4,16.1,.333,2.7,5.4,.500,2.7,8.1,10.8,0.0,2.7,0.0,0.0,10.8,13.4,,76,101
