
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
14,Tate Armstrong,SG,6-3,175,October 5 1955,1,Duke University
50,John Brown,SF,6-7,220,December 14 1951,5,University of Missouri
5,Charles Dudley,PG,6-2,180,March 5 1950,5,University of Washington
53,Artis Gilmore,C,7-2,240,September 21 1949,7,Jacksonville University
12,Wilbur Holland,SG,6-0,175,November 8 1951,3,University of New Orleans
8,Mickey Johnson,PF,6-10,190,August 31 1952,4,Aurora University
27,Ollie Johnson,SF,6-6,200,May 11 1949,6,Temple University
54,Mark Landsberger,PF,6-8,215,May 21 1955,1,Arizona State University
45,Scott Lloyd,C,6-10,230,December 19 1952,2,Arizona State University
17,Scott May,SF,6-7,215,March 19 1954,2,Indiana University
15,John Mengelt,SG,6-2,195,October 16 1949,7,Auburn University
10,Steve Sheppard,SF,6-6,215,March 21 1954,1,University of Maryland
24,Reggie Theus,PG,6-7,190,October 13 1957,R,University of Nevada Las Vegas
44,Andre Wakefield,SG,6-3,175,January 11 1955,R,Loyola University of Chicago
