
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
4,Tony Battie,C,6-11,230,February 11 1976,6,Texas Tech University
1,Carlos Boozer,PF,6-9,258,November 20 1981,1,Duke University
3,J.R. Bremer,PG,6-2,185,September 19 1980,1,St. Bonaventure University
5,Kedrick Brown,SF,6-7,222,March 18 1981,2,Okaloosa-Walton Community College
8,Mateen Cleaves,PG,6-2,205,September 7 1977,3,Michigan State University
31,Ricky Davis,SG,6-6,195,September 23 1979,5,University of Iowa
52,DeSagana Diop,C,7-0,300,January 30 1982,2,
11,Zydrunas Ilgauskas,C,7-3,238,June 5 1975,5,
23,LeBron James,SG,6-8,250,December 30 1984,R,
24,Jason Kapono,SF,6-8,213,February 4 1981,R,University of California Los Angeles
32,Jelani McCoy,C,6-10,245,December 6 1977,5,University of California Los Angeles
0,Jeff McInnis,PG,6-4,190,October 22 1974,6,University of North Carolina
4,Chris Mihm,PF,7-0,265,July 16 1979,3,University of Texas at Austin
21,Darius Miles,SF,6-9,210,October 9 1981,3,
54,Lee Nailon,SF,6-9,238,February 22 1975,3,Texas Christian University
14,Ira Newble,SF,6-7,220,January 20 1975,3,Miami University
12,Kevin Ollie,PG,6-4,195,December 27 1972,6,University of Connecticut
13,Michael Stewart,PF,6-10,230,April 25 1975,6,University of California
41,Bruno Sundov,C,7-2,220,February 10 1980,5,
2,Dajuan Wagner,SG,6-2,200,February 4 1983,1,University of Memphis
55,Eric Williams,SF,6-8,220,July 17 1972,8,Providence College
