
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
43,Corie Blount,PF,6-9,240,January 4 1969,3,University of Cincinnati
8,Kobe Bryant,SG,6-6,212,August 23 1978,R,
41,Elden Campbell,PF,6-11,215,July 23 1968,6,Clemson University
23,Cedric Ceballos,SF,6-6,190,August 2 1969,6,California State University Fullerton
2,Derek Fisher,PG,6-1,200,August 9 1974,R,University of Arkansas at Little Rock
5,Robert Horry,SF,6-9,220,August 25 1970,4,University of Alabama
6,Eddie Jones,SG,6-6,190,October 20 1971,2,Temple University
12,Jerome Kersey,SF,6-7,215,June 26 1962,12,Longwood University
35,Joe Kleine,C,6-11,255,January 4 1962,11,University of Arkansas
40,Travis Knight,C,7-0,235,September 13 1974,R,University of Connecticut
,Larry Krystkowiak,PF,6-9,220,September 23 1964,8,University of Montana
24,George McCloud,SF,6-6,205,May 27 1967,6,Florida State University
34,Shaquille O'Neal,C,7-1,325,March 6 1972,4,Louisiana State University
20,Rumeal Robinson,PG,6-2,195,November 13 1966,5,University of Michigan
45,Sean Rooks,C,6-10,250,September 9 1969,4,University of Arizona
4,Byron Scott,SG,6-3,195,March 28 1961,13,Arizona State University
9,Nick Van Exel,PG,6-1,170,November 27 1971,3,University of Cincinnati
