
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Carmelo Anthony,29,77,77,2982,13.2,29.3,.452,3.0,7.4,.402,10.3,21.9,.469,8.2,9.6,.848,2.6,8.5,11.1,4.3,1.7,0.9,3.5,4.0,37.7,,113,108
2,J.R. Smith,28,74,37,2421,8.7,21.0,.415,4.2,10.5,.394,4.5,10.4,.436,2.0,3.0,.652,0.8,5.7,6.5,4.8,1.4,0.4,2.4,4.3,23.5,,106,111
3,Raymond Felton,29,65,65,2017,6.3,16.0,.395,1.6,5.1,.318,4.7,10.9,.431,2.3,3.2,.721,1.4,3.8,5.2,9.6,2.1,0.7,3.4,4.1,16.6,,103,111
4,Iman Shumpert,23,74,58,1962,5.0,13.1,.378,2.1,6.2,.333,2.9,6.9,.418,1.4,1.9,.746,2.2,6.2,8.3,3.5,2.5,0.4,2.1,5.7,13.4,,100,108
5,Tim Hardaway,21,81,1,1875,8.3,19.5,.428,3.7,10.2,.363,4.7,9.3,.498,3.0,3.6,.828,0.5,2.9,3.4,1.9,1.2,0.2,1.3,4.1,23.4,,112,114
6,Tyson Chandler,31,55,55,1662,6.1,10.3,.593,0.0,0.0,.000,6.1,10.3,.595,3.1,5.0,.632,5.1,11.8,16.9,1.9,1.2,2.0,2.3,4.6,15.4,,120,106
7,Amar'e Stoudemire,31,65,21,1466,11.3,20.2,.557,0.0,0.0,,11.3,20.2,.557,5.4,7.4,.739,4.1,7.5,11.6,1.2,0.8,1.3,3.3,5.8,28.0,,112,110
8,Pablo Prigioni,36,66,27,1283,3.6,7.9,.461,2.7,5.8,.464,1.0,2.1,.451,0.5,0.5,.917,1.5,3.9,5.3,9.5,2.8,0.1,2.5,5.5,10.4,,127,110
9,Andrea Bargnani,28,42,39,1257,9.4,21.2,.442,1.3,4.6,.278,8.1,16.7,.487,3.6,4.3,.824,2.9,6.5,9.4,1.9,0.6,2.2,2.5,4.2,23.6,,103,110
10,Kenyon Martin,36,32,15,633,5.3,10.3,.512,0.0,0.1,.000,5.3,10.2,.516,0.9,1.6,.579,3.0,8.2,11.3,4.2,2.1,2.3,2.2,7.1,11.5,,108,106
11,Beno Udrih,31,31,12,588,6.1,14.5,.425,1.5,3.6,.425,4.6,10.9,.425,1.8,2.2,.833,0.9,4.3,5.2,9.9,2.0,0.3,3.8,4.2,15.6,,104,111
12,Jeremy Tyler,22,41,0,398,8.0,15.5,.517,0.0,0.0,,8.0,15.5,.517,3.5,6.4,.542,5.1,9.5,14.6,1.1,0.8,2.7,3.5,9.4,19.5,,101,107
13,Metta World Peace,34,29,1,388,7.7,19.3,.397,2.3,7.4,.315,5.3,11.9,.448,1.4,2.2,.625,2.5,5.6,8.1,2.3,3.3,1.1,2.6,6.0,19.1,,94,106
14,Toure' Murry,24,51,0,373,8.0,18.4,.434,0.7,1.7,.417,7.3,16.7,.436,3.3,5.6,.590,1.9,4.4,6.3,7.0,2.7,0.1,4.8,6.6,20.0,,93,109
15,Cole Aldrich,25,46,2,330,5.3,9.8,.541,0.0,0.0,,5.3,9.8,.541,4.2,4.8,.867,6.0,14.8,20.8,2.3,1.3,4.8,2.9,6.4,14.8,,120,100
16,Shannon Brown,28,19,0,148,5.7,13.7,.421,0.0,0.0,,5.7,13.7,.421,2.9,4.3,.667,2.2,3.2,5.4,1.4,4.3,0.0,3.6,4.3,14.4,,85,107
17,Earl Clark,26,9,0,70,5.3,16.0,.333,0.8,4.6,.167,4.6,11.4,.400,6.1,7.6,.800,1.5,10.6,12.2,1.5,0.8,4.6,0.8,4.6,17.5,,102,105
18,Chris Smith,26,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,119
