
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Eric Snow,26,82,2866,12.8,.482,.075,.296,1.6,8.6,5.0,32.7,2.5,0.2,19.4,12.8,,2.4,3.7,6.1,.102,,-0.9,0.4,-0.5,1.1
2,Allen Iverson,24,70,2853,20.0,.496,.151,.358,2.7,7.7,5.2,23.0,2.6,0.1,10.3,34.4,,3.3,3.6,6.9,.116,,3.4,-0.8,2.6,3.3
3,George Lynch,29,75,2416,13.7,.498,.056,.284,9.7,17.0,13.3,8.9,2.6,1.2,14.2,15.3,,1.6,4.2,5.8,.116,,-0.4,3.1,2.7,2.9
4,Tyrone Hill,31,68,2155,14.6,.529,.002,.395,11.1,21.1,16.0,4.0,1.5,0.9,13.9,18.2,,2.2,3.5,5.7,.128,,-1.3,0.5,-0.8,0.7
5,Aaron McKie,27,82,1952,13.2,.497,.204,.246,2.6,11.4,7.0,19.5,2.9,0.7,14.7,17.3,,1.3,3.0,4.3,.105,,-0.5,1.6,1.1,1.5
6,Theo Ratliff,26,57,1795,16.7,.568,.000,.481,8.5,18.4,13.4,3.3,0.9,7.0,15.4,17.2,,2.2,3.3,5.6,.149,,-1.8,3.6,1.7,1.7
7,Matt Geiger,30,65,1406,13.9,.483,.007,.238,11.9,18.6,15.2,4.9,1.1,1.1,12.3,23.1,,0.6,2.0,2.6,.088,,-2.5,-1.1,-3.6,-0.6
8,Larry Hughes,21,50,1018,13.9,.479,.111,.308,5.6,11.8,8.6,13.0,2.7,0.9,15.4,26.7,,-0.5,1.6,1.1,.050,,-2.0,0.3,-1.7,0.1
9,Billy Owens,30,46,919,9.8,.474,.105,.248,7.5,15.8,11.5,10.1,1.5,1.3,17.6,16.6,,-0.3,1.3,1.1,.055,,-2.8,1.4,-1.5,0.1
10,Toni Kukoc,31,32,916,16.4,.512,.265,.324,4.5,12.9,8.6,26.0,1.9,0.7,15.5,22.0,,0.9,1.2,2.2,.113,,1.6,0.6,2.2,1.0
11,Todd MacCulloch,24,56,528,16.1,.557,.000,.335,9.9,20.8,15.3,4.2,1.1,5.1,12.3,17.5,,0.7,1.0,1.7,.150,,-2.3,1.5,-0.8,0.2
12,Bruce Bowen,28,42,311,6.0,.377,.027,.164,4.9,7.9,6.4,7.7,1.5,1.2,6.0,11.7,,-0.1,0.3,0.3,.039,,-4.4,0.6,-3.8,-0.1
13,Kevin Ollie,27,40,290,12.9,.551,.000,.755,1.5,10.5,5.9,23.4,1.8,0.0,13.3,11.4,,0.5,0.3,0.9,.146,,-1.9,-0.6,-2.4,0.0
14,Nazr Mohammed,22,28,190,7.0,.424,.000,.407,9.2,20.1,14.5,1.6,1.1,4.6,22.0,18.9,,-0.4,0.3,-0.1,-0.016,,-8.4,0.4,-8.1,-0.3
15,Jumaine Jones,20,33,138,12.6,.432,.069,.310,12.6,17.9,15.2,6.1,2.3,2.6,17.5,25.4,,-0.2,0.3,0.0,.008,,-5.3,0.0,-5.3,-0.1
16,Stanley Roberts,29,5,51,3.0,.289,.063,.188,12.8,19.8,16.2,9.0,1.0,1.4,10.4,16.6,,-0.1,0.1,0.0,-0.025,,-5.9,0.4,-5.6,0.0
17,Ira Bowman,26,11,20,13.3,.868,.000,1.000,0.0,11.2,5.5,7.6,2.6,0.0,25.8,8.5,,0.0,0.0,0.1,.128,,-1.8,0.9,-1.0,0.0
18,Antonio Lang,27,3,6,25.2,1.042,.000,1.000,0.0,0.0,0.0,28.3,0.0,0.0,0.0,10.5,,0.0,0.0,0.1,.405,,4.9,-9.5,-4.6,0.0
