
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Detlef Schrempf,30,82,60,3098,517,1085,.476,8,52,.154,509,1033,.493,.480,525,653,.804,210,570,780,493,79,27,243,305,1567
2,Reggie Miller,27,82,82,2954,571,1193,.479,167,419,.399,404,774,.522,.549,427,485,.880,67,191,258,262,120,26,145,182,1736
3,Pooh Richardson,26,74,73,2396,337,703,.479,3,29,.103,334,674,.496,.482,92,124,.742,63,204,267,573,94,12,167,132,769
4,Dale Davis,23,82,82,2264,304,535,.568,0,0,,304,535,.568,.568,119,225,.529,291,432,723,69,63,148,79,274,727
5,Rik Smits,26,81,81,2072,494,1017,.486,0,0,,494,1017,.486,.486,167,228,.732,126,306,432,121,27,75,147,285,1155
6,Vern Fleming,30,75,8,1503,280,554,.505,7,36,.194,273,518,.527,.512,143,197,.726,63,106,169,224,63,9,121,126,710
7,George McCloud,25,78,21,1500,216,525,.411,58,181,.320,158,344,.459,.467,75,102,.735,60,145,205,192,53,11,107,165,565
8,Sam Mitchell,29,81,1,1402,215,483,.445,4,23,.174,211,460,.459,.449,150,185,.811,93,155,248,76,23,10,51,207,584
9,Kenny Williams,23,57,0,844,150,282,.532,0,3,.000,150,279,.538,.532,48,68,.706,102,126,228,38,21,45,28,87,348
10,LaSalle Thompson,31,63,0,730,104,213,.488,0,1,.000,104,212,.491,.488,29,39,.744,55,123,178,34,29,24,47,137,237
11,Malik Sealy,22,58,2,672,136,319,.426,7,31,.226,129,288,.448,.437,51,74,.689,60,52,112,47,36,7,58,74,330
12,Greg Dreiling,30,43,0,239,19,58,.328,0,4,.000,19,54,.352,.328,8,15,.533,26,40,66,8,5,8,9,60,46
13,Sean Green,22,13,0,81,28,55,.509,3,10,.300,25,45,.556,.536,3,4,.750,4,5,9,7,2,1,9,11,62
,Team Totals,,82,,19755,3371,7022,.480,257,789,.326,3114,6233,.500,.498,1837,2399,.766,1220,2455,3675,2144,615,403,1256,2045,8836
