
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Wilt Chamberlain,34,82,3630,20.3,.558,,.546,,,18.4,12.7,,,,,,8.2,4.5,12.6,.167,,,,,
2,Happy Hairston,28,80,2921,16.2,.522,,.350,,,12.2,7.7,,,,,,4.7,2.6,7.2,.119,,,,,
3,Jerry West,32,69,2845,23.5,.571,,.467,,,5.0,32.3,,,,,,10.2,2.5,12.8,.215,,,,,
4,Gail Goodrich,27,79,2808,14.6,.521,,.292,,,4.1,18.1,,,,,,4.5,1.9,6.4,.109,,,,,
5,Keith Erickson,26,73,2272,11.5,.494,,.143,,,8.0,12.5,,,,,,1.6,1.7,3.3,.070,,,,,
6,Jim McMillian,22,81,1747,12.2,.494,,.207,,,8.5,9.7,,,,,,1.2,1.3,2.5,.070,,,,,
7,Willie McCarter,24,76,1369,8.5,.431,,.130,,,4.0,12.0,,,,,,-1.0,0.8,-0.2,-0.008,,,,,
8,Rick Roberson,23,65,909,11.8,.464,,.475,,,15.0,6.4,,,,,,0.1,0.9,1.0,.050,,,,,
9,Fred Hetzel,28,59,613,12.4,.486,,.301,,,10.9,7.9,,,,,,0.4,0.5,0.9,.070,,,,,
10,Pat Riley,25,54,506,12.3,.455,,.343,,,4.8,19.3,,,,,,-0.1,0.4,0.3,.027,,,,,
11,John Tresvant,31,8,66,22.7,.546,,.286,,,15.6,22.5,,,,,,0.2,0.1,0.3,.193,,,,,
12,Elgin Baylor,36,2,57,9.0,.462,,.316,,,8.6,4.4,,,,,,0.0,0.0,0.0,.032,,,,,
13,Earnie Killum,22,4,12,-5.3,.113,,.250,,,7.5,0.0,,,,,,-0.1,0.0,-0.1,-0.314,,,,,
