
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Doug Christie,32,80,80,2710,267,557,.479,73,185,.395,194,372,.522,.545,141,174,.810,61,281,342,376,180,37,144,186,748
2,Chris Webber,29,67,67,2622,661,1433,.461,5,21,.238,656,1412,.465,.463,215,354,.607,160,544,704,364,106,88,215,204,1542
3,Peja Stojakovic,25,72,72,2450,497,1034,.481,155,406,.382,342,628,.545,.556,231,264,.875,61,336,397,141,72,5,101,143,1380
4,Vlade Divac,34,80,80,2384,305,655,.466,6,25,.240,299,630,.475,.470,179,251,.713,157,417,574,274,83,105,152,239,795
5,Mike Bibby,24,55,55,1835,329,700,.470,56,137,.409,273,563,.485,.510,161,187,.861,34,113,147,285,72,8,127,93,875
6,Keon Clark,27,80,11,1780,226,451,.501,0,4,.000,226,447,.506,.501,84,128,.656,138,313,451,80,38,150,94,227,536
7,Bobby Jackson,29,59,26,1676,340,732,.464,89,235,.379,251,497,.505,.525,126,149,.846,57,162,219,182,71,3,106,126,895
8,Jim Jackson,32,63,0,1309,204,462,.442,32,71,.451,172,391,.440,.476,47,55,.855,84,178,262,118,31,4,80,132,487
9,Hedo Turkoglu,23,67,11,1175,165,391,.422,29,78,.372,136,313,.435,.459,88,110,.800,35,153,188,87,25,12,50,125,447
10,Damon Jones,26,49,1,709,80,210,.381,44,121,.364,36,89,.404,.486,20,27,.741,11,59,70,80,18,4,23,42,224
11,Gerald Wallace,20,47,7,571,90,183,.492,1,4,.250,89,179,.497,.495,39,74,.527,38,90,128,23,24,15,44,68,220
12,Scot Pollard,27,23,0,325,40,87,.460,0,0,,40,87,.460,.460,23,38,.605,46,60,106,6,13,15,15,50,103
13,Lawrence Funderburke,32,27,0,229,32,72,.444,0,0,,32,72,.444,.444,10,17,.588,17,38,55,8,1,11,6,25,74
14,Mateen Cleaves,25,12,0,55,6,23,.261,1,1,1.000,5,22,.227,.283,3,4,.750,1,7,8,10,2,0,14,6,16
,Team Totals,,82,,19830,3242,6990,.464,491,1288,.381,2751,5702,.482,.499,1367,1832,.746,900,2751,3651,2034,736,457,1192,1666,8342
