
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Pete Maravich,29,73,3041,19.8,.492,,.293,2.9,8.9,6.0,22.3,1.2,0.4,,,,4.2,2.2,6.4,.101,,3.6,-1.8,1.8,2.9
2,E.C. Coleman,26,77,2369,9.6,.489,,.178,6.2,16.1,11.2,5.8,1.2,0.7,,,,0.7,2.6,3.2,.065,,-3.3,1.1,-2.2,-0.1
3,Otto Moore,30,81,2084,11.5,.445,,.281,8.0,21.3,14.8,11.2,1.2,2.9,,,,-0.3,3.2,2.9,.067,,-3.5,3.2,-0.3,0.9
4,Jim McElroy,23,73,2029,12.9,.524,,.339,2.7,6.0,4.4,17.7,1.3,0.2,,,,2.3,1.2,3.5,.083,,-0.8,-1.0,-1.7,0.1
5,Nate Williams,26,79,1776,14.7,.486,,.212,5.9,10.7,8.3,8.1,1.9,0.5,,,,1.0,1.8,2.8,.077,,-1.3,-1.5,-2.8,-0.4
6,Paul Griffin,23,81,1645,13.5,.617,,.785,10.0,19.0,14.6,12.9,1.4,1.3,,,,1.9,2.2,4.1,.119,,0.2,2.1,2.4,1.8
7,Rich Kelley,23,76,1505,17.6,.554,,.510,13.7,23.9,18.9,18.5,1.3,2.1,,,,1.9,2.4,4.3,.138,,2.1,2.6,4.7,2.6
8,Freddie Boyd,26,47,1212,12.6,.520,,.241,1.5,5.6,3.6,17.1,1.6,0.3,,,,1.3,0.8,2.1,.083,,-1.4,-1.0,-2.5,-0.1
9,Ron Behagen,26,60,1170,15.1,.457,,.248,12.1,23.4,17.8,10.3,1.6,0.8,,,,0.0,1.8,1.8,.073,,-1.5,0.0,-1.5,0.1
10,Aaron James,24,52,1059,14.4,.527,,.235,5.2,11.7,8.5,8.0,0.8,0.2,,,,1.3,0.8,2.1,.095,,-0.9,-2.3,-3.3,-0.3
11,Gail Goodrich,33,27,609,16.1,.496,,.279,4.0,5.6,4.8,18.8,1.6,0.2,,,,0.7,0.4,1.2,.091,,0.5,-2.3,-1.7,0.0
12,Bud Stallworth,27,40,526,12.2,.472,,.107,3.5,9.4,6.5,6.9,1.6,1.1,,,,-0.1,0.5,0.4,.040,,-3.4,-2.1,-5.5,-0.5
13,Andy Walker,21,40,438,13.0,.509,,.301,5.2,11.3,8.3,10.3,2.0,0.8,,,,0.2,0.5,0.7,.081,,-2.0,-0.4,-2.4,0.0
14,Mo Howard,22,23,317,13.4,.505,,.248,4.6,5.7,5.2,16.8,2.3,1.0,,,,0.2,0.3,0.5,.070,,-0.9,-0.6,-1.5,0.0
