
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
3,LaMark Baker,PG,6-1,175,November 11 1969,R,Ohio State University
7,Dee Brown,PG,6-1,160,November 29 1968,8,Jacksonville University
15,Vince Carter,SF,6-6,220,January 26 1977,R,University of North Carolina
13,Doug Christie,SG,6-6,200,May 9 1970,6,Pepperdine University
54,William Cunningham,C,6-11,250,March 25 1974,1,Temple University
11,Negele Knight,PG,6-1,175,March 6 1967,5,University of Dayton
22,Sean Marks,PF,6-10,250,August 23 1975,R,University of California
1,Tracy McGrady,SF,6-8,210,May 24 1979,1,
34,Charles Oakley,PF,6-8,225,December 18 1963,13,Virginia Union University
35,Reggie Slater,PF,6-7,215,August 27 1970,4,University of Wyoming
4,Michael Stewart,C,6-10,230,April 25 1975,1,University of California
12,John Thomas,C,6-9,265,September 8 1975,1,University of Minnesota
44,John Wallace,SF,6-8,225,February 9 1974,2,Syracuse University
20,Alvin Williams,PG,6-5,185,August 6 1974,1,Villanova University
14,Micheal Williams,PG,6-2,175,July 23 1966,9,Baylor University
42,Kevin Willis,C,7-0,220,September 6 1962,13,Michigan State University
