
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
23,Michael Adams,PG,5-10,162,January 19 1963,9,Boston College
25,Tony Bennett,PG,6-0,175,June 1 1969,2,University of Wisconsin-Green Bay
7,James Blackwell,PG,6-0,190,February 25 1968,R,Dartmouth College
1,Muggsy Bogues,PG,5-3,136,January 9 1965,7,Wake Forest University
24,Scott Burrell,SF,6-7,218,January 12 1971,1,University of Connecticut
30,Dell Curry,SG,6-4,190,June 25 1964,8,Virginia Polytechnic Institute and State University
44,Kenny Gattison,PF,6-8,225,May 23 1964,7,Old Dominion University
4,Darrin Hancock,SF,6-7,205,November 3 1971,R,University of Kansas
3,Hersey Hawkins,SG,6-3,190,September 29 1966,6,Bradley University
2,Larry Johnson,PF,6-6,250,March 14 1969,3,University of Nevada Las Vegas
33,Alonzo Mourning,C,6-10,240,February 8 1970,2,Georgetown University
00,Robert Parish,C,7-0,230,August 30 1953,18,Centenary College of Louisiana
12,Greg Sutton,PG,6-2,170,December 3 1967,1,Oral Roberts University
39,Tom Tolbert,PF,6-7,235,October 16 1965,6,University of Arizona
11,David Wingate,SG,6-5,185,December 15 1963,8,Georgetown University
43,Joe Wolf,PF,6-11,230,December 17 1964,6,University of North Carolina
