
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Chris Paul,23,78,3002,30.0,.599,.140,.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,,13.3,5.0,18.3,.292,,9.1,2.1,11.2,10.0
2,David West,28,76,2982,18.9,.540,.019,.321,6.5,19.7,13.1,10.9,0.9,1.9,10.0,26.5,,4.2,3.5,7.8,.125,,-0.6,0.2,-0.5,1.2
3,Rasual Butler,29,82,2614,11.8,.541,.447,.137,2.3,10.2,6.3,4.8,1.1,2.0,6.5,16.8,,2.2,2.4,4.6,.084,,-0.3,-0.2,-0.5,1.0
4,James Posey,32,75,2140,10.8,.568,.599,.279,2.2,18.3,10.2,6.0,1.5,0.8,11.8,15.0,,1.7,2.6,4.2,.095,,-0.6,0.3,-0.3,0.9
5,Peja Stojakovic,31,61,2089,12.5,.531,.534,.145,2.6,12.7,7.6,6.0,1.4,0.1,6.3,18.8,,1.9,1.9,3.8,.087,,0.6,-1.2,-0.6,0.7
6,Tyson Chandler,26,45,1445,13.4,.581,.000,.470,13.7,19.2,16.4,2.4,0.6,3.3,17.0,13.7,,1.7,1.7,3.4,.114,,-1.8,0.9,-0.9,0.4
7,Hilton Armstrong,24,70,1092,10.7,.585,.008,.398,9.0,12.6,10.8,4.4,1.3,3.5,21.7,16.3,,0.2,1.3,1.5,.068,,-3.4,1.1,-2.3,-0.1
8,Devin Brown,30,63,869,9.7,.459,.310,.319,4.3,12.2,8.3,10.2,2.0,0.5,13.1,22.8,,-0.8,1.0,0.1,.007,,-3.8,-1.3,-5.0,-0.7
9,Sean Marks,33,60,838,8.8,.521,.061,.267,9.0,18.0,13.5,2.6,0.5,3.3,16.0,12.6,,0.2,1.0,1.2,.067,,-4.5,0.4,-4.1,-0.5
10,Julian Wright,21,54,772,12.6,.479,.090,.128,7.2,16.6,11.9,9.4,2.5,2.1,14.8,18.1,,-0.4,1.2,0.8,.048,,-3.7,1.6,-2.1,0.0
11,Antonio Daniels,33,61,733,12.6,.531,.257,.351,0.8,8.2,4.5,28.3,1.4,0.1,18.2,17.7,,0.6,0.6,1.1,.074,,-2.2,-2.7,-4.9,-0.5
12,Morris Peterson,31,43,515,10.7,.499,.464,.104,3.1,16.6,9.9,5.2,1.6,0.3,7.3,19.3,,0.0,0.6,0.6,.058,,-2.3,-2.0,-4.3,-0.3
13,Melvin Ely,30,31,373,6.0,.438,.000,.379,9.7,11.0,10.4,7.6,0.3,2.0,17.2,17.3,,-0.3,0.3,-0.1,-0.008,,-5.6,-0.7,-6.2,-0.4
14,Ryan Bowen,33,21,219,10.8,.585,.000,.132,5.5,7.7,6.6,6.5,3.5,1.9,11.1,9.9,,0.2,0.3,0.6,.125,,-1.6,2.7,1.1,0.2
15,Mike James,33,8,74,5.8,.386,.160,.080,1.6,9.8,5.7,17.2,1.5,0.0,10.4,18.8,,-0.1,0.1,0.0,-0.031,,-5.8,-2.0,-7.7,-0.1
