
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
7,Chucky Atkins,PG,5-11,160,August 14 1974,4,University of South Florida
1,Chauncey Billups,PG,6-3,202,September 25 1976,6,University of Colorado
41,Elden Campbell,C,6-11,215,July 23 1968,13,Clemson University
44,Hubert Davis,SG,6-5,183,May 17 1970,11,University of North Carolina
24,Tremaine Fowlkes,SF,6-8,220,April 11 1976,2,California State University Fresno
8,Darvin Ham,SF,6-7,220,July 23 1973,6,Texas Tech University
32,Richard Hamilton,SG,6-6,185,February 14 1978,4,University of Connecticut
10,Lindsey Hunter,SG,6-2,170,December 3 1970,10,Jackson State University
7,Mike James,PG,6-2,188,June 23 1975,2,Duquesne University
31,Darko Milicic,C,7-0,250,June 20 1985,R,
13,Mehmet Okur,PF,6-11,249,May 26 1979,1,
22,Tayshaun Prince,SF,6-9,212,February 28 1980,1,University of Kentucky
39,Zeljko Rebraca,C,7-0,257,April 9 1972,2,
5,Bob Sura,SG,6-5,200,March 25 1973,8,Florida State University
3,Ben Wallace,C,6-9,240,September 10 1974,7,Virginia Union University
30,Rasheed Wallace,PF,6-10,225,September 17 1974,8,University of North Carolina
34,Corliss Williamson,PF,6-7,245,December 4 1973,8,University of Arkansas
