
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
7,Tiny Archibald,PG,6-1,150,September 2 1948,9,University of Texas at El Paso
33,Larry Bird,PF,6-9,220,December 7 1956,1,Indiana State University
30,M.L. Carr,SF,6-6,205,January 9 1951,5,Guilford College
40,Terry Duerod,SG,6-2,180,July 29 1956,1,University of Detroit Mercy
45,Eric Fernsten,C,6-10,205,November 1 1953,3,University of San Francisco
42,Chris Ford,SG,6-5,190,January 11 1949,8,Villanova University
43,Gerald Henderson,PG,6-2,175,January 16 1956,1,Virginia Commonwealth University
20,Wayne Kreklow,SG,6-4,175,January 4 1957,R,Drake University
31,Cedric Maxwell,SF,6-8,205,November 21 1955,3,University of North Carolina at Charlotte
32,Kevin McHale,PF,6-10,210,December 19 1957,R,University of Minnesota
00,Robert Parish,C,7-0,230,August 30 1953,4,Centenary College of Louisiana
53,Rick Robey,C,6-11,230,January 30 1956,2,University of Kentucky
